solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,7.0,57.0,1.2011144726829779,7.553200162281993,0.9509382967085314,0.8767077304138532
1,3.0,2.0,4.0,7.93134490821143,0.7462169974903069,0.9181711015384727
2,33.0,11.0,1.1748440993047315,7.541775740485466,0.9507909475251068,0.9405720521575064
3,57.0,6.0,1.0350936011551137,7.5509049254354474,0.9527736374425522,0.9146118647432464
4,2.0,2.0,1.0224989780660168,7.67992792683388,0.941880658195423,1.0379556610800094
5,3.0,2.0,3.99913403505645,7.93134490821143,0.7462169974903069,0.9181711015384727
6,3.0,4.0,3.212609168726365,7.928682970673216,0.7508649634465994,0.8785111963517045
7,4.0,2.0,2.1870447101819654,7.903540192871189,0.819891198158563,0.9937637096002853
8,3.0,2.0,2.433478095717203,7.903963870327308,0.8036828582536427,0.9693631079067808
9,51.0,4.0,1.062832403896004,7.604234854324808,0.9488419563803377,0.9102510959566005
10,3.0,2.0,2.840513966247969,7.921293528357882,0.7812396353985899,0.9479770051414619
11,3.0,2.0,3.4214076713518593,7.922968711089737,0.7594857712777353,0.928240855194968
12,2.0,3.0,1.0,7.658708695885173,0.9467062716171148,1.0281205922593264
13,48.0,4.0,1.0,7.604234854324808,0.9488419563803377,0.9102510959566005
14,26.0,7.0,1.0,7.581104178624677,0.9467749064721771,0.9500481440044769
15,39.0,5.0,1.0,7.5778215727978555,0.9495322279617602,0.9330546339255263
16,3.0,2.0,3.920141923997957,7.925892534123997,0.748085735990765,0.9188915019289442
17,3.0,2.0,2.5575875685307556,7.905716663160459,0.796053073018457,0.9609687039578805
18,3.0,2.0,3.486212527455788,7.924990574278006,0.7572694636321664,0.9263088305440828
19,5.0,38.0,1.0,7.570624674158033,0.9508737629545874,0.9124675144368957
20,4.0,2.0,2.0521601938822736,7.896083957651422,0.8294748115749966,1.0006006374190404
21,47.0,7.0,1.0511598589976308,7.559709294884593,0.9503067504280183,0.9247537380322349
22,4.0,2.0,2.7177166630997553,7.914022413483766,0.7862331879697342,0.9674786417885737
23,4.0,2.0,2.0466087035120055,7.885782827745351,0.8316572325267939,1.001685321367808
24,31.0,6.0,1.0,7.596204211706587,0.9475584100309027,0.941108896638383
25,4.0,2.0,2.0916988474628164,7.898569225530606,0.8270522535311994,0.9994506884962513
26,4.0,2.0,1.6794183359225252,7.8584065632495665,0.8637882191112365,1.0207992695256525
27,3.0,2.0,2.613795402031946,7.910496511817279,0.7926852329720633,0.9570645974800335
28,4.0,2.0,2.1260852266848316,7.899927810562982,0.823676674910317,0.9964243753351083
29,4.0,2.0,1.7235588889425393,7.859740419789201,0.8597405281222442,1.0180373857754483
30,4.0,2.0,2.7887955169221135,7.920711045362003,0.7828599165488551,0.9649423719297957
31,2.0,2.0,1.0,7.675514047350083,0.9437259595353579,1.0376786499605632
32,4.0,2.0,1.1938842420979434,7.755047447594471,0.918323073598124,1.033683504029026
33,4.0,2.0,1.83893683656331,7.870879036779929,0.8488004305647171,1.0124142382558083
34,2.0,3.0,1.0232167038014628,7.6617870033281115,0.9445032797947893,1.026661646002674
35,4.0,2.0,1.8065278538118952,7.869052733341967,0.8519283808572986,1.013949623359572
36,3.0,2.0,2.4458219463473903,7.905025551632969,0.8030502044733459,0.9678623914117377
37,4.0,2.0,1.3061268462080577,7.791572171219062,0.9047396114697531,1.0326826839287873
38,4.0,2.0,1.7878742528852132,7.865646714518091,0.8536254660211889,1.01505754118982
39,3.0,2.0,1.0417451446466799,7.711031707481431,0.939547162382069,1.0359398913955948
40,4.0,2.0,1.631745827072191,7.8502320946337605,0.8693764682649391,1.0228750582176476
41,4.0,2.0,1.536322620620548,7.837310242014984,0.8789077573041294,1.0264791786105216
42,4.0,2.0,1.409908642560344,7.814025569453527,0.8927995874224014,1.03023127110831
43,3.0,2.0,1.2544144706455953,7.762268900182313,0.9161015723734066,1.035405322691156
44,4.0,2.0,2.7485035626585885,7.9206462395788355,0.7846666228407915,0.9674053445559759
45,5.0,2.0,1.418542795005949,7.808388713296685,0.894969476802504,1.0233959501300713
46,4.0,2.0,1.9282103785264415,7.879249417599317,0.8406243438922273,1.0078929104194483
47,3.0,2.0,1.0,7.7014092677276444,0.9432813226875729,1.035090246270971
48,4.0,2.0,1.485880947836265,7.8322774539952915,0.8837824297655986,1.0281959733775097
49,4.0,2.0,1.9590081304111178,7.883828110636164,0.8377550788171166,1.006291664055659
50,4.0,2.0,1.1459603325692935,7.744572266010142,0.9237123804340431,1.0345083206873245
51,6.0,2.0,1.0,7.718463105906656,0.9400386220715506,1.0318313016433862
52,3.0,2.0,1.324003398375267,7.775972007217529,0.9083528687803071,1.0349229282458718
53,4.0,2.0,1.8698643170575855,7.872990145991,0.8462972509923541,1.0112601733749491
54,3.0,2.0,1.305318526007819,7.771328330300839,0.9105530781399834,1.0359812026595498
55,3.0,2.0,1.372153141970656,7.784915301641712,0.9028189288885125,1.0339284083327045
56,4.0,2.0,1.4488669818638014,7.822236192408204,0.8889318322419915,1.029362370866016
57,4.0,2.0,1.8762363260224677,7.875036229894572,0.8446904589173212,1.0098295755786135
58,31.0,6.0,1.0,7.596204211706587,0.9475584100309027,0.941108896638383
59,4.0,2.0,1.1351228920131717,7.740590512900721,0.9257181610746748,1.0339701295416226
60,3.0,2.0,1.9470036583219175,7.8762972147250805,0.8428372688090768,1.004551973229232
61,3.0,2.0,1.1411734431159328,7.736904308003239,0.9283038769530558,1.0366922735203874
62,3.0,2.0,1.1266763003719364,7.732342171175045,0.9302269694402587,1.036140103123716
63,4.0,2.0,1.7525852617225564,7.8625460565830885,0.8564833730276618,1.0160706759492288
64,4.0,2.0,2.1545221466864093,7.902487986468184,0.8218162745642765,0.9954721477445877
65,4.0,2.0,2.0118057839200656,7.88492723222438,0.8340459739915652,1.0039135656631026
66,36.0,10.0,1.0,7.5610024084627145,0.9488653620561094,0.9354371883800192
67,4.0,2.0,1.559831532544196,7.840770731862043,0.8767340451418641,1.0255721364091337
68,3.0,2.0,1.100965304839823,7.7244379550798365,0.9338556321133212,1.0358405887857929
69,3.0,2.0,1.562928410936006,7.8261021711594,0.8814857093771171,1.0285615712473435
70,2.0,2.0,1.0727822538563434,7.69624332146342,0.9356468872374574,1.0370850819719186
71,4.0,2.0,1.3484716715747846,7.7990667014314,0.8998375262168481,1.0315084009204971
72,3.0,2.0,2.5673290755617546,7.906766035124661,0.7955392234274968,0.9599847567105442
73,25.0,14.0,1.1104647774669256,7.56056100133443,0.9479663900857517,0.93697031196798
74,54.0,7.0,1.0,7.553792284359106,0.9506126558965056,0.9165682089338244
75,3.0,2.0,1.2678708058831565,7.766098895333183,0.9146233912385985,1.0359447803162853
76,4.0,2.0,1.5714777963831588,7.844628671654833,0.8752600609161417,1.0252857751165325
77,4.0,2.0,1.4329741759804413,7.8182218497543685,0.8904357528385126,1.0291395830837942
78,3.0,2.0,1.1046314042633814,7.727886239265693,0.9323481906408683,1.0363958070841295
79,4.0,2.0,1.6702328977863383,7.854860192184795,0.8665715715416051,1.0209607060118775
80,3.0,2.0,1.3442700673449848,7.780716997433336,0.9066428860389741,1.0352380515735082
81,40.0,9.0,1.0,7.54288984312299,0.9509026970066223,0.9346042768663585
82,3.0,2.0,2.603110564639704,7.908838176871542,0.7936214545828153,0.9574251166303558
83,4.0,2.0,1.4762126993320877,7.827633919865551,0.8858789610400476,1.0277313813072124
84,3.0,2.0,2.6290535256710306,7.9096591170204045,0.7924365321707005,0.957202638083227
85,2.0,2.0,1.0599098362195754,7.688005963993636,0.9375655499995373,1.0369887338516648
86,4.0,2.0,1.6502974207801637,7.852798481209356,0.8678093731884949,1.021597795559181
87,3.0,2.0,1.4286972001451177,7.795937466258096,0.8963660699355716,1.033098536230424
88,4.0,2.0,1.9397598552487005,7.882317831331914,0.8387928736740196,1.0075862766990176
89,4.0,2.0,1.7407814472223593,7.8620577632393065,0.8578933059201328,1.0173656554609833
90,4.0,2.0,1.2442899159546605,7.783424001614884,0.9124920632759742,1.0332504440107217
91,3.0,2.0,1.5166452201143625,7.8160462953217795,0.8864691183492699,1.0307657924859386
92,2.0,2.0,1.0273973312288889,7.683747046488583,0.9411981240789261,1.0372083382786785
93,3.0,2.0,1.1959204057627086,7.7501397981145255,0.9220243135507096,1.0365261548441942
94,4.0,2.0,1.3742693512438804,7.803605758324766,0.8976257924308947,1.0322390121674494
95,2.0,2.0,1.0527713356349342,7.692485528387394,0.9384931033672332,1.0368610744714832
96,2.0,5.0,1.0,7.661161569989153,0.9456122275593579,1.0030467954124993
97,5.0,2.0,1.3814156873195418,7.801281007598606,0.8983275139044533,1.0245040280682631
98,3.0,2.0,1.2134800575785016,7.751408477119461,0.9208668016716892,1.0363121357068763
99,4.0,2.0,1.6086281143479992,7.845560974278682,0.8723413720821466,1.023680900832046
