solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,2.0,2.0,4.0,7.4438569263203105,0.6680496992482503,1.754574892595613
1,33.0,11.0,1.0984193167909393,6.278105882336043,0.9695389429267579,1.158184355166271
2,4.0,2.0,3.9982847337900527,7.534022175320493,0.6813533055517045,1.7437714772883564
3,25.0,11.0,1.0,6.192324037678786,0.9771433090643958,1.1948791016314382
4,2.0,2.0,3.9726309711484187,7.426639289882403,0.6710128240522177,1.7553860032335098
5,25.0,11.0,1.0,6.192324037678786,0.9771433090643958,1.1948791016314382
6,55.0,8.0,1.0,6.25726140232587,0.9688258285697846,1.1719256597990406
7,36.0,2.0,1.0,6.533661370335452,0.9586750124215422,1.2820624840157895
8,2.0,8.0,1.0721696146726807,6.616349698001922,0.9439070202109227,1.391661732887806
9,2.0,3.0,2.9429304917054973,7.251998389985703,0.7703755671217135,1.687094366032786
10,8.0,2.0,2.010152704311994,7.025881569468115,0.8633699662285289,1.558354912636506
11,21.0,13.0,1.0,6.21895920045151,0.9750582398854156,1.2115303645177917
12,52.0,4.0,1.0,6.296905293302958,0.9674443377273554,1.2059938937101
13,48.0,3.0,1.0,6.368216674977085,0.9672156411212345,1.2247353175544025
14,24.0,6.0,1.0,6.337024744756811,0.9650965898342238,1.2556931223863874
15,2.0,3.0,3.4585872974423086,7.362018986800965,0.7264285122918499,1.7184754553956274
16,8.0,2.0,2.331421997491982,7.132682511390689,0.8340870148167573,1.5975229316478965
17,2.0,7.0,1.0,6.571250574448217,0.949941173694846,1.3792993137532303
18,6.0,2.0,1.0,6.583492956687343,0.9542046687660921,1.357382235808053
19,2.0,5.0,1.1611896076892188,6.635386116222882,0.9388584270252861,1.432597288868477
20,2.0,2.0,3.440250409491246,7.315586652775966,0.7169696826244348,1.7294281568389611
21,2.0,2.0,3.8920281874760687,7.413250260553504,0.6771949970093549,1.7501033343207544
22,2.0,7.0,1.1655329480077046,6.647667768421638,0.9365128610863824,1.4214072984663322
23,16.0,2.0,1.250418949724995,6.704448965538852,0.934042470250436,1.402720142390607
24,2.0,3.0,3.390529749551156,7.340971813001986,0.7325212863541414,1.7126772697316943
25,7.0,4.0,1.0,6.477255981010554,0.9566892645217474,1.3475803869628618
26,8.0,2.0,3.3583641314338304,7.395266354964645,0.741294451243152,1.6783432690031785
27,2.0,4.0,1.3183402477220203,6.689141723448055,0.9254387934401997,1.457610283175244
28,15.0,19.0,1.0,6.243270970184501,0.9710569386340137,1.2181205029506226
29,3.0,3.0,2.4410555516173726,7.098544454496385,0.828936053348101,1.6147374741484446
30,2.0,2.0,2.107251376419507,6.906733671711104,0.8503440676862446,1.589273664270734
31,3.0,2.0,1.847946648447425,6.888279538520943,0.8778025444173344,1.5447254816747662
32,15.0,2.0,1.3372264761113728,6.738040576548933,0.9296465971854819,1.412402847440302
33,5.0,2.0,2.5929135752015013,7.212281387594276,0.8076578140282386,1.6369280289698396
34,2.0,5.0,2.017590364326751,6.969063748053154,0.8604754223108314,1.5823322108452755
35,2.0,2.0,3.068295903540513,7.19380249968326,0.7527645644015641,1.7018399096172871
36,13.0,6.0,1.0302948680568846,6.420777626967778,0.9594253764237054,1.3072518220147986
37,23.0,2.0,1.0,6.547929400344826,0.9571299239911009,1.3203950379920297
38,6.0,2.0,3.0909742165895775,7.327191991342786,0.765366685455875,1.6663466305461638
39,9.0,2.0,1.5254330634113495,6.821231566447737,0.9119273474400281,1.4631308176813864
40,6.0,2.0,1.7609267170976466,6.926879710614324,0.8877363945446766,1.5169320290595603
41,4.0,2.0,3.9352966873108244,7.516675646069145,0.6869982512208466,1.7407060602163142
42,2.0,6.0,1.3711447244570747,6.731109112193734,0.9191046022833592,1.477632570254128
43,4.0,2.0,3.818339198381479,7.498044336129748,0.6956736554579974,1.7358802932152615
44,5.0,2.0,2.417682214721799,7.148791656649331,0.8243613930444743,1.618138384696036
45,3.0,2.0,2.8695921756729237,7.243039884072836,0.7791977068959287,1.6727996280129138
46,3.0,2.0,3.069270265561435,7.294335552930187,0.7611057599886544,1.6899554509999357
47,2.0,2.0,2.7363798043082523,7.1161481350750755,0.785925185108669,1.6714392168125085
48,22.0,2.0,1.4918604970805585,6.795186127501616,0.9132538584815714,1.405760925317167
49,7.0,2.0,2.1256861910527123,7.0423650159376,0.8531548354586466,1.5731827415947965
50,19.0,2.0,2.0065322556560323,6.988450538771433,0.8684520452678417,1.4957908869244458
51,8.0,2.0,2.878831197237627,7.280837306624661,0.7821238491125037,1.6491564165219867
52,31.0,5.0,1.0,6.4027444419822555,0.9620835925670229,1.2607677803643105
53,8.0,2.0,2.8014582184440298,7.265046913901836,0.7903315986226883,1.6420910854471058
54,6.0,2.0,4.0,7.522859827853678,0.6913033298928767,1.7073217110033958
55,3.0,3.0,3.987213378538098,7.457360095272666,0.7038464038066399,1.7220601846153802
56,2.0,2.0,3.386707683842602,7.310270742184712,0.7223035844653094,1.7258907230484044
57,9.0,6.0,1.0,6.451257475830605,0.9570362873155611,1.3343309189028758
58,2.0,2.0,2.4039614102641105,6.995390559022593,0.8205413815295723,1.6333142907245999
59,10.0,2.0,1.605651723633594,6.848560938309982,0.9022989395841242,1.4844598478267643
60,3.0,2.0,1.7911808633121111,6.879973945558232,0.8832764201807316,1.535431648715274
61,5.0,2.0,2.5,7.1678211178461755,0.8172657659220169,1.6282349613612257
62,15.0,6.0,1.0,6.3960177895810535,0.9636772148373083,1.2957286499926908
63,14.0,2.0,2.8398500260234147,7.234028538417096,0.7967333708332119,1.5673982319777595
64,2.0,2.0,2.1919688720009334,6.924291939456731,0.8415874958134355,1.6045827246367832
65,2.0,2.0,2.584922545515027,7.090139367904646,0.8028621436921938,1.6529791045302924
66,2.0,11.0,1.1076014853936584,6.663840085562642,0.9416534784316549,1.3676973152758258
67,10.0,2.0,1.8343596250532785,6.948359741190647,0.881275463527299,1.5237228662124094
68,2.0,2.0,1.0794227831081888,6.489645801893217,0.9469672833958439,1.38661562861601
69,3.0,2.0,2.267349488349798,7.062090504969662,0.8368576933920205,1.6079883836733413
70,5.0,2.0,3.71786208601523,7.4767919318801965,0.709050004710684,1.7219327477062214
71,8.0,2.0,3.8526779813844816,7.496901368759077,0.7004805554233159,1.697422891050442
72,2.0,5.0,1.5288676819433715,6.778184308628571,0.9068264102361586,1.506784557900849
73,5.0,2.0,3.23575820443454,7.378811215913362,0.7493695348464194,1.6921974705029736
74,2.0,2.0,1.6218299538207355,6.757712694426287,0.8984428934598055,1.5074349956915931
75,39.0,4.0,1.0,6.404640188582339,0.964676835108915,1.2418202550549065
76,5.0,2.0,2.551886884485281,7.180488726734944,0.8117623205980689,1.6323923670474203
77,17.0,4.0,1.0006151826805514,6.3948208090873875,0.9607960227693101,1.3094931108757208
78,3.0,5.0,1.0,6.5196404251316515,0.9548361706126358,1.3713810044337194
79,4.0,5.0,1.2876435232157597,6.677268709345835,0.9318285186532705,1.4403915475290991
80,2.0,4.0,1.4850100168090046,6.770098110398183,0.9094926180313333,1.4885169866673706
81,2.0,6.0,1.6399932887649675,6.837325118113631,0.8959509811721192,1.5242457223061112
82,3.0,2.0,2.7396427886488732,7.203001945384916,0.7913143631839145,1.6623228678110296
83,2.0,2.0,2.6201232960516383,7.084380274679155,0.7981714820695108,1.657448296065906
