solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,2.0,2.0,4.0,7.413845654036258,0.6841217375969331,1.906743416050022
1,23.0,12.0,1.0,6.094763143701894,0.9791241590044352,1.2223998775846803
2,15.0,24.0,1.0285675648706476,6.172074675606805,0.9722559430743747,1.1817822395114552
3,2.0,5.0,4.0,7.489652274299646,0.6938769010611151,1.8511940739625121
4,2.0,2.0,4.0,7.413845654036258,0.6841217375969331,1.906743416050022
5,40.0,7.0,1.0,6.177690668010384,0.9694620992285002,1.2549203216366696
6,35.0,6.0,1.0,6.246329059776861,0.9684099534391023,1.2425204807066406
7,4.0,2.0,3.917515028246029,7.458873685195837,0.7002460546054702,1.8790233790218944
8,36.0,8.0,1.0,6.137720480349459,0.9745658842042392,1.2416349747991702
9,2.0,7.0,1.2737527548337186,6.6772898997993195,0.9302609490495501,1.5116993325110533
10,46.0,5.0,1.0454517584457914,6.272398574241918,0.9681607815492335,1.240091699544931
11,2.0,2.0,3.7318437602831276,7.353465520923235,0.7073492858497511,1.8913490215901971
12,2.0,2.0,2.1383787753971033,7.007097224584189,0.8544330612650587,1.6807444259992388
13,2.0,5.0,1.413040511164009,6.739953654818385,0.9179241118615652,1.5494065780533592
14,2.0,2.0,1.3115939843800486,6.654912316994889,0.9317335599611246,1.5023225716599553
15,2.0,5.0,1.958154723148521,6.97901372128006,0.8645983923033304,1.6554753632523693
16,2.0,5.0,3.3504098576292813,7.369215787554917,0.7413176080653415,1.8230126413013776
17,2.0,2.0,2.1806138921883944,7.017810547234865,0.8500653803664016,1.6898388106756654
18,2.0,2.0,1.391946376349579,6.691739038099621,0.9237223302522207,1.5238674434202368
19,2.0,8.0,1.0770507781558316,6.561467005117118,0.9473072622741399,1.4467244706727305
20,2.0,7.0,3.9020221616466477,7.434250663517283,0.7106884685509978,1.7184855197672766
21,4.0,2.0,3.7247631032765414,7.422578354198727,0.7152183482382842,1.865516878625608
22,28.0,2.0,1.0,6.436576860399463,0.9584789220277531,1.3401297511349581
23,2.0,4.0,2.3760086522620822,7.106867728840802,0.8267175102377233,1.740598657002323
24,26.0,2.0,1.0,6.46715997930528,0.9554450992085187,1.3576136101388665
25,2.0,12.0,3.748143193490703,7.406239571214407,0.7246586313749663,1.6674409779337833
26,2.0,2.0,3.9318884239042458,7.387269963664991,0.6902598030223804,1.901575680757556
27,2.0,2.0,1.2449650478275651,6.632426188592135,0.9371973077246943,1.483561421643713
28,28.0,4.0,1.0182667794632867,6.310371374851025,0.9664655606572762,1.281414183787684
29,4.0,2.0,1.2755485257635606,6.6150713758882915,0.9339479394588814,1.491151397173297
30,2.0,8.0,1.9515037529309507,6.953424636292503,0.8681911497334466,1.6415480995824216
31,2.0,2.0,3.274931368314613,7.30564390450691,0.7468354446881411,1.8414402722190575
32,2.0,2.0,1.9557945856680194,6.932064824572429,0.8718393332868604,1.6479250405290358
33,2.0,5.0,1.6984505796526799,6.870996211902083,0.8906359201740883,1.6104601201532536
34,12.0,4.0,1.0,6.391299180822925,0.9608024114384276,1.3752372756328803
35,57.0,2.0,1.0,6.367303356183665,0.9611752782354095,1.2989680375716481
36,2.0,4.0,2.6210976914654665,7.175857175171796,0.8051493785018308,1.767555602625135
37,2.0,8.0,1.1223777014797869,6.580772903571411,0.9446954642989714,1.4576450468413498
38,2.0,3.0,1.0433929266756183,6.485043324681552,0.950562216729586,1.4391262833463172
39,2.0,5.0,1.6579037020786607,6.857479739557504,0.8946902850909022,1.603086083263714
40,2.0,4.0,2.34553441507394,7.066066353537433,0.8296437740162869,1.7316357903343713
41,2.0,5.0,1.1653414481698332,6.6022522030537925,0.9403041633629493,1.4787910495018197
42,2.0,2.0,2.6134582930196455,7.161444650355721,0.8092408691119644,1.7616211010442853
43,2.0,7.0,3.6144088111302026,7.393832612949208,0.7288900154934026,1.7245478950444213
44,2.0,5.0,1.596841277977386,6.830568966698225,0.9001447790550644,1.5873836605274934
45,2.0,6.0,1.37275164922713,6.714057276043693,0.9216523441531524,1.5197693333564775
46,2.0,2.0,2.8237627206320024,7.212227856782496,0.7889913763379987,1.7872324393680963
47,2.0,2.0,1.1775173085875548,6.589110328241773,0.9421416810663577,1.4648417565774152
48,2.0,8.0,1.6315569245278783,6.84816480403322,0.8973027057624514,1.5939366604307645
49,2.0,7.0,1.5030465947572529,6.775027017419324,0.9107474126957676,1.565239807516713
50,2.0,10.0,3.2130379294814833,7.317922368960069,0.760947653031573,1.6130317047598217
51,2.0,2.0,2.313327153815018,7.070388416251662,0.8370987277868059,1.711662519711823
52,2.0,5.0,1.740795783054725,6.892250198937107,0.8870313056755605,1.6180268668498676
53,2.0,2.0,2.229767307675044,7.038735878530584,0.8456815085951697,1.6983219581388593
54,2.0,3.0,3.720417954617241,7.3757414894388855,0.7186641935393038,1.8475540211586843
55,2.0,2.0,3.219288111357025,7.296122704803688,0.7518263852267633,1.833816245987591
56,2.0,5.0,1.8021683710583756,6.916318413925977,0.8798809691819236,1.629834955870543
57,2.0,13.0,2.2627774555317552,7.064449055820926,0.841742901894114,1.5385562724204869
58,2.0,2.0,3.43202699160662,7.275175632890291,0.7330206195162635,1.8582811652784965
