solution_id,Rx,Ry,Clip,Entropy,SSIM,VQI,ranking_SMARTER,ranking_TOPSIS,ranking_Bellman_Zadeh,ranking_PROMETHEE_II,ranking_GRA,ranking_VIKOR,ranking_CODAS,ranking_MABAC,borda_score,global_rank
11,7.0,10.0,1.6158389619057556,7.0244516478290855,0.8926551333841556,51.79994547920055,0.5230483307689447,0.5525257915775065,0.34932657911113857,-0.13706145418896834,0.5306986887236507,-0.39169555006989043,0.08435851423445018,-0.018615782842321793,158.0,45
29,2.0,24.0,1.0,6.91288825273668,0.944545404558109,47.04166591740552,0.49539653948954077,0.5375914535020583,0.13167171541259162,-0.26827278136007937,0.5791763330309,-0.5141639739705297,0.09672432339096469,-0.046267574121725774,157.0,46
25,2.0,31.0,1.0,6.896711312660275,0.9463300270438711,46.78685109402021,0.4889763296450665,0.5349946995899566,0.12001588793712983,-0.278885652872087,0.5801497998376575,-0.5357044035790316,0.09709474616120548,-0.05268778396619994,154.0,47
42,4.0,29.0,1.977316183586293,7.037816270855763,0.8767847246475633,52.98666542167438,0.5209882954776234,0.549423084421965,0.40360993173324644,-0.1020068153094631,0.520984927636893,-0.3854539817829273,0.08119535113873647,-0.020675818133643165,146.0,48
60,2.0,36.0,1.0932712297778668,6.883332593820189,0.9468044303755214,46.596575253892,0.48261170775199924,0.5321616094264516,0.11131222487774281,-0.28825558747175617,0.5789324195100385,-0.555174055399396,0.09706524999738353,-0.05905240585926713,140.0,49
10,3.0,46.0,1.5783563494721795,6.985116986837143,0.9025803078810588,50.4861454197106,0.5066876070522319,0.5417200874886767,0.28923028397719885,-0.18144166524226457,0.5315825401955967,-0.445248116988248,0.0855250730688175,-0.034976506559034504,140.0,49
34,13.0,13.0,3.5060190437422456,7.146858456827406,0.7588746568204502,62.880049506069625,0.5214917047431189,0.5156517708964631,0.2660169802014749,0.1330698184814927,0.5434039200410568,-0.44814506091808093,0.08181095211039419,-0.020172408868147473,136.0,51
47,3.0,27.0,1.2228287869560732,6.901309100027281,0.9310327495884136,48.23656497736066,0.48751653034589804,0.5369334915923658,0.18632920004553447,-0.24208946166693507,0.55523471733588,-0.5347355834417611,0.09244830734985877,-0.05414758326536839,132.0,52
23,64.0,2.0,1.553445794537283,6.9651458480944966,0.9042759700255034,50.21289319267112,0.49858099580599036,0.5377876240931148,0.2767310864291744,-0.1911964673440666,0.5298737799458179,-0.4721240465350982,0.08554428112574052,-0.04308311780527607,126.0,53
28,46.0,2.0,1.0,6.780174298599172,0.9502136035427232,45.75434687362453,0.44036261762465906,0.5180135852665009,0.07278672402612622,-0.3450952625300343,0.5722000238402165,-0.694587219662399,0.09722417479706344,-0.10130149598660748,116.0,54
0,24.0,9.0,3.5893102776267805,7.103103697785383,0.7615819429136622,62.20946265668804,0.5016115499973702,0.5065147835751012,0.27597198965459047,0.1047990412667076,0.5276158398673235,-0.472451407478164,-0.29482332542877754,-0.04005256361389614,105.0,55
20,40.0,2.0,1.0,6.709212263219639,0.9563669420562568,44.82313036762502,0.4121771633403343,0.5094502493957089,0.030190697656734277,-0.38359782282741595,0.5771074574342571,-0.7891120585150755,0.09891772358813165,-0.12948695027093216,105.0,55
21,12.0,7.0,1.2508095082421538,6.779505280630479,0.9376366293549596,47.16711348084477,0.44009198473524463,0.5202525822282447,0.13740998109603644,-0.3141748427250565,0.5498216450138519,-0.695486079920488,0.09317433266140182,-0.1015721288760218,102.0,57
51,12.0,7.0,1.1881530450796116,6.779505280630479,0.9376366293549596,47.16711348084477,0.44009198473524463,0.5202525822282447,0.13740998109603644,-0.3141748427250565,0.5498216450138519,-0.695486079920488,0.09317433266140182,-0.1015721288760218,98.0,58
12,6.0,34.0,1.331025909491937,6.785200567386066,0.9359033493160084,47.07432736734259,0.43884323745074405,0.5178739115914911,0.13316572671266935,-0.31397842189782,0.5468321785801464,-0.6934081449779441,0.09254807663373758,-0.10282087616052238,94.0,59
1,42.0,12.0,1.410588295426176,6.54933218991812,0.9584829074718264,44.16311396746161,0.35,0.4946999851492961,0.0,-0.4497250297971487,0.5666666666666667,-1.0,0.19861230108152972,-0.19166411361126645,87.0,60
40,39.0,13.0,1.3879738973186295,6.590795297606978,0.9533274825670748,44.92739356945866,0.36697878436442044,0.49910291467362383,0.03495994097023851,-0.4265541048440158,0.5592593068886548,-0.9439689285389063,0.09749058380395778,-0.17468532924684593,86.0,61
