solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,44.0,12.0,4.0,3.2540189154363857,0.24167340468054532,1.0922055507301902
1,57.0,9.0,4.0,3.2630989254532246,0.24849882764300038,1.0890172887947853
2,23.0,12.0,1.0,2.2973497119796167,0.6883485658368493,1.0695690686629589
3,4.0,2.0,2.684294233955079,3.172306132561533,0.42821156909382474,1.0006940002710694
4,47.0,12.0,2.912071286327268,2.4430494532788667,0.45440427169001335,1.1221785883822253
5,10.0,53.0,3.5007715369834145,3.2376316909432723,0.3118564106508599,1.021565562389444
6,4.0,2.0,2.649380762134551,3.171010235602111,0.42891491139393007,1.0010245110583729
7,45.0,6.0,2.1866584873854067,2.509695314344743,0.47137716719979555,1.1154590696683289
8,34.0,8.0,1.5026182222504563,3.1598215760565007,0.5508728544703742,1.095150317274409
9,37.0,5.0,3.595875301189783,2.88753221281793,0.2922050915818195,1.1148596949976302
10,39.0,6.0,3.386987552810284,2.521617875008295,0.35258537385712996,1.1169288415104166
11,41.0,13.0,2.65437700194003,3.1769770007935305,0.3989257293693602,1.1082202856402008
12,6.0,4.0,1.5730054910526035,2.979905735540793,0.6036451844099113,1.0539041256935797
13,64.0,9.0,4.0,3.2630159211705347,0.24854453124338882,1.0873248547463639
14,37.0,7.0,3.3948710966934756,2.5466787196054197,0.3495598918538858,1.1159385793581487
15,2.0,9.0,1.6068719034062413,2.7810247954216503,0.6211282753517665,1.07946253681797
16,5.0,4.0,1.5904233419619502,2.97438558407544,0.6060606182511499,1.0607582536516373
17,38.0,15.0,2.4817154098673475,2.4272322104580777,0.45801940452994033,1.119851391956511
18,9.0,2.0,1.6139949867182617,3.147458468338489,0.5759551106514228,1.0290748252356343
19,24.0,2.0,3.6813610815253464,3.2188570169779034,0.3239672919697321,1.0352119143122724
20,37.0,2.0,1.4494051061565454,2.6302182517275723,0.6391188444751894,1.0475232708863458
21,4.0,4.0,1.5553454389577857,2.656238909629878,0.6316237202849702,1.0502511611542973
22,57.0,10.0,2.550410887177855,2.444420488184446,0.45156441081001336,1.1190059020663083
23,13.0,3.0,1.5497746812989264,2.861698583967524,0.6178712186488928,1.0637844381981587
24,15.0,5.0,1.4504593984977343,3.020227461384007,0.6036085603042595,1.0976822839141636
25,56.0,2.0,1.4058327750440027,2.715691729029604,0.6339694133771457,1.047480316289534
26,19.0,2.0,1.5702660760116118,2.906360789312681,0.6167338377195815,1.0427552452367483
27,43.0,2.0,1.5063802266333621,2.73248432953251,0.6297936576990525,1.0527735883998532
28,49.0,2.0,3.6168298913159234,3.2242684130369015,0.3177768825224237,1.0372013453558326
29,30.0,2.0,1.457825536573941,2.678202792967567,0.6361182163964668,1.0459125152422037
30,38.0,7.0,2.2081005062640653,2.4883421716683625,0.46840582398215946,1.1185301357840995
31,24.0,13.0,1.0,2.319204991952808,0.6763495067197619,1.0963744511956452
32,14.0,2.0,2.610922651722725,3.189712678735519,0.42220128964749865,1.0322681349158371
33,20.0,14.0,1.0,2.305325732096541,0.6862259725984218,1.0621960147034701
34,19.0,3.0,1.4809235293964562,2.8130925775079767,0.6243874865983894,1.0662079249409735
35,38.0,6.0,3.673045870427865,3.1636050433308665,0.30225889190342103,1.111378798436614
36,2.0,8.0,1.5799326292940838,2.6099736043705017,0.6315555841508963,1.073096500223373
37,2.0,13.0,1.5507048114514186,2.6884978484814437,0.6281763839389891,1.0867432906584267
38,2.0,5.0,1.6215400159153657,2.9408435002642563,0.6084335551882365,1.0748989773875353
39,49.0,5.0,3.87912306254282,3.2337873086750792,0.3105524271425268,1.1098402213413765
40,6.0,5.0,1.5146929594268945,2.841301120311843,0.6196393658379532,1.0738531362401855
