image_id,a,b,methods_a,methods_b,ssim_ab,mae
237,41,61,PROMETHEEII,VIKOR,0.9891451055345517,6.254862238179814
237,41,62,PROMETHEEII,BellmanZadeh,0.9955364749464133,2.85675727661073
237,41,94,PROMETHEEII,TOPSIS,0.9663704633122532,14.823241709027437
237,61,62,VIKOR,BellmanZadeh,0.9959218791233871,3.4153156196411074
237,61,94,VIKOR,TOPSIS,0.984991186760864,9.151044218520333
237,62,94,BellmanZadeh,TOPSIS,0.9765629321839833,12.261547935295198
249,0,5,PROMETHEEII,SMARTER+GRA+CODAS+MABAC,0.8645423803298317,14.634292652027026
249,0,16,PROMETHEEII,VIKOR,0.893306214235532,13.168381545608108
249,0,23,PROMETHEEII,TOPSIS+BellmanZadeh,0.8592578420202022,15.858222128378378
249,5,16,SMARTER+GRA+CODAS+MABAC,VIKOR,0.9928923956729138,1.508077491554054
249,5,23,SMARTER+GRA+CODAS+MABAC,TOPSIS+BellmanZadeh,0.9960392142853146,1.6282432432432432
249,16,23,VIKOR,TOPSIS+BellmanZadeh,0.9905009775676606,2.8557706925675674
256,1,5,PROMETHEEII,VIKOR,0.9819958290071403,9.678710410198434
256,1,56,PROMETHEEII,TOPSIS,0.9689331461391815,13.115874519100972
256,1,78,PROMETHEEII,BellmanZadeh,0.9388663995841287,18.804743393965982
256,1,81,PROMETHEEII,GRA,0.9958838642743416,3.0480466640793735
256,1,84,PROMETHEEII,SMARTER+CODAS+MABAC,0.9920048999828603,5.076486674034827
256,5,56,VIKOR,TOPSIS,0.9952180346954485,3.967478675924676
256,5,78,VIKOR,BellmanZadeh,0.977738948318181,10.171818578732452
256,5,81,VIKOR,GRA,0.9907183388680705,7.136136081769709
256,5,84,VIKOR,SMARTER+CODAS+MABAC,0.9935119567201347,5.684916222327214
256,56,78,TOPSIS,BellmanZadeh,0.9902558764696204,6.228644286582074
256,56,81,TOPSIS,GRA,0.9818391969007771,10.274216851714362
256,56,84,TOPSIS,SMARTER+CODAS+MABAC,0.9877716342365975,8.420444430851783
256,78,81,BellmanZadeh,GRA,0.9570896032476445,15.841655558180346
256,78,84,BellmanZadeh,SMARTER+CODAS+MABAC,0.9669699093743718,13.8471231481169
256,81,84,GRA,SMARTER+CODAS+MABAC,0.9973948529961232,2.0410309167454104
26,28,32,BellmanZadeh,TOPSIS,0.9702367436189664,11.460983911838559
26,28,78,BellmanZadeh,SMARTER+PROMETHEEII+GRA+CODAS+MABAC,0.9520014122717524,14.794300817613914
26,28,89,BellmanZadeh,VIKOR,0.974064546944801,10.707836519322637
26,32,78,TOPSIS,SMARTER+PROMETHEEII+GRA+CODAS+MABAC,0.9944966650604098,3.484712323156541
26,32,89,TOPSIS,VIKOR,0.9979521890930695,0.7761839325085742
26,78,89,SMARTER+PROMETHEEII+GRA+CODAS+MABAC,VIKOR,0.9929164836552332,4.231431915268251
262,23,24,SMARTER+GRA+MABAC,TOPSIS+CODAS,0.9964952358981359,1.5613387470908868
262,23,50,SMARTER+GRA+MABAC,PROMETHEEII+VIKOR,0.9901967181344768,6.212450430242528
262,23,64,SMARTER+GRA+MABAC,BellmanZadeh,0.9873623221508414,6.470467716499265
262,24,50,TOPSIS+CODAS,PROMETHEEII+VIKOR,0.9856186366278489,7.75356509906296
262,24,64,TOPSIS+CODAS,BellmanZadeh,0.9849492947509484,7.382989056375552
262,50,64,PROMETHEEII+VIKOR,BellmanZadeh,0.9860279434184662,6.58959781510289
269,4,34,SMARTER+GRA+VIKOR+CODAS+MABAC,PROMETHEEII,0.9780950083817054,9.297525722684957
269,4,55,SMARTER+GRA+VIKOR+CODAS+MABAC,TOPSIS,0.9945078039904394,4.089138959915482
269,4,90,SMARTER+GRA+VIKOR+CODAS+MABAC,BellmanZadeh,0.9909975002529537,6.057942070369917
269,34,55,PROMETHEEII,TOPSIS,0.9598957680328207,13.336802099920382
269,34,90,PROMETHEEII,BellmanZadeh,0.9535897682428086,15.056459762371386
269,55,90,TOPSIS,BellmanZadeh,0.9961966586545444,2.656510767546546
274,5,25,GRA+CODAS,TOPSIS,0.9966504389502913,4.013167086446595
274,5,71,GRA+CODAS,BellmanZadeh,0.9871047117117211,6.246739209486771
274,5,80,GRA+CODAS,VIKOR,0.9859506097176836,6.320699584303037
274,5,84,GRA+CODAS,SMARTER+MABAC,0.9961586904389522,2.283646669065409
274,5,85,GRA+CODAS,PROMETHEEII,0.9477876688494778,12.65563564122979
274,25,71,TOPSIS,BellmanZadeh,0.9881245568737194,8.065039732361587
274,25,80,TOPSIS,VIKOR,0.9886821086605573,6.6781190669402255
274,25,84,TOPSIS,SMARTER+MABAC,0.9966387854734869,4.0382749341621755
274,25,85,TOPSIS,PROMETHEEII,0.9523565517130923,13.12776892071901
274,71,80,BellmanZadeh,VIKOR,0.9971018565009321,2.678090358586477
274,71,84,BellmanZadeh,SMARTER+MABAC,0.9932936493700655,4.492585589171974
274,71,85,BellmanZadeh,PROMETHEEII,0.9809278741828475,6.951265177149682
274,80,84,VIKOR,SMARTER+MABAC,0.9931345922153658,4.300530530377266
274,80,85,VIKOR,PROMETHEEII,0.9814166779036635,7.096801219530867
274,84,85,SMARTER+MABAC,PROMETHEEII,0.9624847682429953,10.511553676965947
294,3,27,CODAS,GRA,0.997540255649037,2.558644370950324
294,3,29,CODAS,TOPSIS,0.9973044789932031,2.6652800393156046
294,3,41,CODAS,SMARTER+MABAC,0.9935727572391968,4.597581373177646
294,3,60,CODAS,VIKOR,0.9883488439450956,6.198746815098542
294,3,98,CODAS,BellmanZadeh+PROMETHEEII,0.991265002797253,5.3857290049608535
294,27,29,GRA,TOPSIS,0.9985088461423551,0.28099636794681426
294,27,41,GRA,SMARTER+MABAC,0.9955042938657842,2.996674836325594
294,27,60,GRA,VIKOR,0.9907463673937792,4.901101954812365
294,27,98,GRA,BellmanZadeh+PROMETHEEII,0.9934504683202788,3.957790036953294
294,29,41,TOPSIS,SMARTER+MABAC,0.9958934148627686,2.73481213299811
294,29,60,TOPSIS,VIKOR,0.991454676394451,4.641012039349352
294,29,98,TOPSIS,BellmanZadeh+PROMETHEEII,0.9940069368360862,3.697400614200864
294,41,60,SMARTER+MABAC,VIKOR,0.9971076041960931,1.9237748675418467
294,41,98,SMARTER+MABAC,BellmanZadeh+PROMETHEEII,0.998119150189672,0.981175861399838
294,60,98,VIKOR,BellmanZadeh+PROMETHEEII,0.9982278862595692,0.9632555176835853
301,0,34,PROMETHEEII,TOPSIS,0.9798768381896537,8.816430652100687
301,0,41,PROMETHEEII,VIKOR,0.9839686559073642,7.714442311520088
301,0,91,PROMETHEEII,BellmanZadeh,0.9488854325462242,15.318667511330231
301,0,92,PROMETHEEII,SMARTER+GRA+CODAS+MABAC,0.9979048806634967,1.4516402996386575
301,34,41,TOPSIS,VIKOR,0.9981866392639406,1.1238325269475746
301,34,91,TOPSIS,BellmanZadeh,0.9892477118964559,6.636594825606321
301,34,92,TOPSIS,SMARTER+GRA+CODAS+MABAC,0.9855514530885883,7.390847968214111
301,41,91,VIKOR,BellmanZadeh,0.9856841288098885,7.716555246355953
301,41,92,VIKOR,SMARTER+GRA+CODAS+MABAC,0.9889807138882977,6.287923735301323
301,91,92,BellmanZadeh,SMARTER+GRA+CODAS+MABAC,0.9577692689756694,13.898615970265801
305,1,11,PROMETHEEII,GRA,0.8901843911476733,10.393107794126653
305,1,30,PROMETHEEII,VIKOR,0.8875135403073183,10.475940007196227
305,1,72,PROMETHEEII,SMARTER+TOPSIS+CODAS+MABAC,0.8654656886204813,11.20367332955659
305,1,75,PROMETHEEII,BellmanZadeh,0.8216671595525454,13.334915961079128
305,11,30,GRA,VIKOR,0.9953571000489602,0.6694386177119059
305,11,72,GRA,SMARTER+TOPSIS+CODAS+MABAC,0.9923678734726511,1.0823149842295443
305,11,75,GRA,BellmanZadeh,0.9779308186761404,3.193893350379716
305,30,72,VIKOR,SMARTER+TOPSIS+CODAS+MABAC,0.9933859315143473,0.9165673038645272
305,30,75,VIKOR,BellmanZadeh,0.9783746555617097,3.1019328377633513
305,72,75,SMARTER+TOPSIS+CODAS+MABAC,BellmanZadeh,0.9846775026833463,2.497867447789074
313,4,32,GRA+CODAS,SMARTER+MABAC,0.9953402003758784,2.9137299408783783
313,4,35,GRA+CODAS,PROMETHEEII+VIKOR,0.9887813411210687,4.947468855574324
313,4,46,GRA+CODAS,TOPSIS,0.9969156376453563,2.1883440667229728
313,4,49,GRA+CODAS,BellmanZadeh,0.9869502379078369,5.816857580236486
313,32,35,SMARTER+MABAC,PROMETHEEII+VIKOR,0.9953243655393519,2.832571262668919
313,32,46,SMARTER+MABAC,TOPSIS,0.9978635456561986,1.2068364653716217
313,32,49,SMARTER+MABAC,BellmanZadeh,0.9921796366536838,4.49873046875
313,35,46,PROMETHEEII+VIKOR,TOPSIS,0.9929683465183518,3.774669552364865
313,35,49,PROMETHEEII+VIKOR,BellmanZadeh,0.9945164218050048,3.295377956081081
313,46,49,TOPSIS,BellmanZadeh,0.9894338087844669,5.342204391891892
332,5,33,PROMETHEEII,VIKOR+CODAS,0.8883382437156498,10.699763730248653
332,5,35,PROMETHEEII,SMARTER+GRA+MABAC,0.9680223071938817,5.124066500030622
332,5,65,PROMETHEEII,BellmanZadeh,0.8393501600324834,12.876930636789563
332,5,86,PROMETHEEII,TOPSIS,0.8620688959806643,12.215810264576188
332,33,35,VIKOR+CODAS,SMARTER+GRA+MABAC,0.9555163916608936,7.2786815592846645
332,33,65,VIKOR+CODAS,BellmanZadeh,0.9828687087213045,2.6871086094439
332,33,86,VIKOR+CODAS,TOPSIS,0.9916678001982602,1.7978879264147476
332,35,65,SMARTER+GRA+MABAC,BellmanZadeh,0.9149077763925411,9.567670374510044
332,35,86,SMARTER+GRA+MABAC,TOPSIS,0.9337387133861359,8.933684181314307
332,65,86,BellmanZadeh,TOPSIS,0.9904830019308712,1.5356313732545321
34,3,7,GRA+CODAS,PROMETHEEII,0.9437854083877184,15.529949511575209
34,3,52,GRA+CODAS,TOPSIS,0.9906614397525735,3.059468397844194
34,3,65,GRA+CODAS,VIKOR,0.9935664364442203,5.1662629953147965
34,3,72,GRA+CODAS,BellmanZadeh,0.9864063699435867,8.847450028325575
34,3,87,GRA+CODAS,SMARTER+MABAC,0.9975422991972532,1.6826339340396865
34,7,52,PROMETHEEII,TOPSIS,0.928005249416139,16.79717930854973
34,7,65,PROMETHEEII,VIKOR,0.9608408620524925,11.793930001378001
34,7,72,PROMETHEEII,BellmanZadeh,0.9629084073713223,10.662453396772415
34,7,87,PROMETHEEII,SMARTER+MABAC,0.9495475993412763,14.295730493630574
34,52,65,TOPSIS,VIKOR,0.982632626519261,7.248168885503429
34,52,72,TOPSIS,BellmanZadeh,0.982976444070273,8.684037294065408
34,52,87,TOPSIS,SMARTER+MABAC,0.9889302569476573,4.06679955444635
34,65,72,VIKOR,BellmanZadeh,0.990664609592511,5.80405208843704
34,65,87,VIKOR,SMARTER+MABAC,0.9958899852368356,3.5070321112506124
34,72,87,BellmanZadeh,SMARTER+MABAC,0.9884413239785553,7.7527172456822635
342,4,16,PROMETHEEII,SMARTER+GRA+MABAC,0.9983628467028457,0.5868135832618814
342,4,61,PROMETHEEII,BellmanZadeh,0.954824541113939,15.628105765402989
342,4,72,PROMETHEEII,CODAS,0.9974398659697595,1.7801308526763842
342,4,73,PROMETHEEII,VIKOR,0.9920203938687219,5.391199167074963
342,4,92,PROMETHEEII,TOPSIS,0.9812338101370831,9.910484003705292
342,16,61,SMARTER+GRA+MABAC,BellmanZadeh,0.957765329965262,15.07727810356443
342,16,72,SMARTER+GRA+MABAC,CODAS,0.9979015233742022,1.223358647721705
342,16,73,SMARTER+GRA+MABAC,VIKOR,0.993278961555833,4.829711136544586
342,16,92,SMARTER+GRA+MABAC,TOPSIS,0.9830780538718452,9.41594194022538
342,61,72,BellmanZadeh,CODAS,0.9640785589518562,13.894895846092602
342,61,73,BellmanZadeh,VIKOR,0.979281482959348,10.34885578071411
342,61,92,BellmanZadeh,TOPSIS,0.9830993370497952,10.187472248591376
342,72,73,CODAS,VIKOR,0.9954485217814069,3.627050254930181
342,72,92,CODAS,TOPSIS,0.9865654280000951,8.435507640249877
342,73,92,VIKOR,TOPSIS,0.9929101145561329,5.97457253261269
346,4,5,GRA+CODAS,BellmanZadeh,0.9843383228269283,6.595254317736404
346,4,11,GRA+CODAS,SMARTER+MABAC,0.9919796943866602,5.133457002541646
346,4,51,GRA+CODAS,PROMETHEEII+VIKOR,0.9854798474319529,6.335976734750123
346,4,91,GRA+CODAS,TOPSIS,0.9929895542643764,4.8035673957312595
346,5,11,BellmanZadeh,SMARTER+MABAC,0.9941820384667539,3.2685336347072513
346,5,51,BellmanZadeh,PROMETHEEII+VIKOR,0.9981630136361566,0.45828102033317003
346,5,91,BellmanZadeh,TOPSIS,0.9922421035185034,4.385535487353013
346,11,51,SMARTER+MABAC,PROMETHEEII+VIKOR,0.9950725821324825,2.847272993477462
346,11,91,SMARTER+MABAC,TOPSIS,0.9974311175081382,1.6743228656295934
346,51,91,PROMETHEEII+VIKOR,TOPSIS,0.9933128518960789,3.9947669455842725
350,4,13,GRA+CODAS,PROMETHEEII,0.9448837541578936,17.367452491554054
350,4,15,GRA+CODAS,SMARTER+TOPSIS+MABAC,0.9916463933379311,3.916044657939189
350,4,18,GRA+CODAS,BellmanZadeh,0.9778395559233267,11.303548880912162
350,4,61,GRA+CODAS,VIKOR,0.9727582449499749,11.966196684966215
350,13,15,PROMETHEEII,SMARTER+TOPSIS+MABAC,0.9392637454499988,18.8858715160473
350,13,18,PROMETHEEII,BellmanZadeh,0.963884794201106,13.905743771114865
350,13,61,PROMETHEEII,VIKOR,0.9896463307587199,6.66263355152027
350,15,18,SMARTER+TOPSIS+MABAC,BellmanZadeh,0.9713977431426295,13.784057221283783
350,15,61,SMARTER+TOPSIS+MABAC,VIKOR,0.9656087353134513,13.145800253378379
350,18,61,BellmanZadeh,VIKOR,0.9742948534068212,12.453126055743244
356,0,3,PROMETHEEII,CODAS,0.9749037701176122,9.628050741058304
356,0,27,PROMETHEEII,VIKOR,0.9723193831097472,10.284297391750368
356,0,77,PROMETHEEII,BellmanZadeh,0.9471250306015833,15.90403323661808
356,0,88,PROMETHEEII,SMARTER+GRA+MABAC,0.9811923966401485,7.9760969461967175
356,0,93,PROMETHEEII,TOPSIS,0.9654695029781138,11.848381614404703
356,3,27,CODAS,VIKOR,0.9983610162838108,0.698367547311367
356,3,77,CODAS,BellmanZadeh,0.989558460662748,6.966474862965458
356,3,88,CODAS,SMARTER+GRA+MABAC,0.9976348031542502,1.752322027345664
356,3,93,CODAS,TOPSIS,0.9971421377231351,2.330043674975502
356,27,77,VIKOR,BellmanZadeh,0.9912007849605363,6.312604307018618
356,27,88,VIKOR,SMARTER+GRA+MABAC,0.9969698906059887,2.4384119687040666
356,27,93,VIKOR,TOPSIS,0.9976487719535753,1.647270505420137
356,77,88,BellmanZadeh,SMARTER+GRA+MABAC,0.9847369269948297,8.655621287052915
356,77,93,BellmanZadeh,TOPSIS,0.9942806146888544,4.769087705934591
356,88,93,SMARTER+GRA+MABAC,TOPSIS,0.9948516201014382,4.071803898977217
365,56,61,BellmanZadeh,TOPSIS,0.9984567962574006,0.7146293942920137
365,56,79,BellmanZadeh,SMARTER+GRA+VIKOR+CODAS+MABAC,0.9734159104684319,1.4974162481626654
365,56,97,BellmanZadeh,PROMETHEEII,0.9610962348044637,2.0136690041646252
365,61,79,TOPSIS,SMARTER+GRA+VIKOR+CODAS+MABAC,0.9743396862619886,1.0815374663155315
365,61,97,TOPSIS,PROMETHEEII,0.9620120334552797,1.7274878659358157
365,79,97,SMARTER+GRA+VIKOR+CODAS+MABAC,PROMETHEEII,0.9879079496320137,0.952891505389515
377,4,38,GRA+CODAS,PROMETHEEII,0.9916926562088827,6.2131269904458595
377,4,40,GRA+CODAS,SMARTER+MABAC,0.9720563180988872,11.276996378919646
377,4,46,GRA+CODAS,BellmanZadeh,0.98150933953061,11.29081227416095
377,4,52,GRA+CODAS,TOPSIS,0.9978551063883573,1.1038180196594807
377,4,62,GRA+CODAS,VIKOR,0.9667637068703204,12.840311217693532
377,38,40,PROMETHEEII,SMARTER+MABAC,0.9820648368976247,7.632474698370896
377,38,46,PROMETHEEII,BellmanZadeh,0.9829127711989908,7.636028314092357
377,38,52,PROMETHEEII,TOPSIS,0.9923327597895036,5.370113838192062
377,38,62,PROMETHEEII,VIKOR,0.9785460163600045,8.761726884033562
377,40,46,SMARTER+MABAC,BellmanZadeh,0.9760640357024545,9.03278637539809
377,40,52,SMARTER+MABAC,TOPSIS,0.9736647389349994,10.61099702198677
377,40,62,SMARTER+MABAC,VIKOR,0.9974744990504173,1.7479095533745712
377,46,52,BellmanZadeh,TOPSIS,0.9842693060545722,10.202038388810632
377,46,62,BellmanZadeh,VIKOR,0.9741580537935912,9.136587648517883
377,52,62,TOPSIS,VIKOR,0.9687659521456253,12.13244646848971
386,1,66,TOPSIS+VIKOR+CODAS,BellmanZadeh,0.9711982710473359,13.332271921698922
386,1,84,TOPSIS+VIKOR+CODAS,PROMETHEEII+GRA,0.9753513481950313,10.988670248193287
386,1,89,TOPSIS+VIKOR+CODAS,SMARTER+MABAC,0.9886633610542216,6.124446407245223
386,66,84,BellmanZadeh,PROMETHEEII+GRA,0.9517300354098172,16.704908745712885
386,66,89,BellmanZadeh,SMARTER+MABAC,0.9704673999145131,12.617793246264085
386,84,89,PROMETHEEII+GRA,SMARTER+MABAC,0.9763367030732978,10.395016421178344
391,3,21,GRA+CODAS,TOPSIS,0.9974948980072059,1.4374545451065655
391,3,29,GRA+CODAS,VIKOR,0.9852630488763023,6.200006794310387
391,3,40,GRA+CODAS,SMARTER+MABAC,0.9928215787599024,3.971672510411563
391,3,47,GRA+CODAS,BellmanZadeh,0.9726094299767407,10.228353422801323
391,3,65,GRA+CODAS,PROMETHEEII,0.9709017752430703,10.398416447207252
391,21,29,TOPSIS,VIKOR,0.9902404328053487,4.795990782704557
391,21,40,TOPSIS,SMARTER+MABAC,0.995907816597724,2.5605368270761883
391,21,47,TOPSIS,BellmanZadeh,0.9765683034950755,9.486780760044097
391,21,65,TOPSIS,PROMETHEEII,0.976331486884293,9.475401247090886
391,29,40,VIKOR,SMARTER+MABAC,0.9965101332809709,2.2590273418361098
391,29,47,VIKOR,BellmanZadeh,0.9796806573211516,8.326946043606075
391,29,65,VIKOR,PROMETHEEII,0.986053499587265,7.500727756767516
391,40,47,SMARTER+MABAC,BellmanZadeh,0.9801360574282252,8.536203626439246
391,40,65,SMARTER+MABAC,PROMETHEEII,0.9832856842457331,8.1492241088927
391,47,65,BellmanZadeh,PROMETHEEII,0.9905511648666824,6.142760423046301
406,2,25,GRA+CODAS,PROMETHEEII,0.9869638875175358,5.8732444841683
406,2,53,GRA+CODAS,BellmanZadeh,0.9890032469084367,5.285685440654091
406,2,58,GRA+CODAS,VIKOR,0.9921682926746314,4.241169310387066
406,2,92,GRA+CODAS,SMARTER+TOPSIS+MABAC,0.9973789040186918,1.44750007655561
406,25,53,PROMETHEEII,BellmanZadeh,0.9983785573537822,0.6111774061428221
406,25,58,PROMETHEEII,VIKOR,0.9973363224322607,1.647759504378981
406,25,92,PROMETHEEII,SMARTER+TOPSIS+MABAC,0.9915091541833831,4.453386724491671
406,53,58,BellmanZadeh,VIKOR,0.9978276544445257,1.061781334211171
406,53,92,BellmanZadeh,SMARTER+TOPSIS+MABAC,0.9930905633107945,3.8651224124203822
406,58,92,VIKOR,SMARTER+TOPSIS+MABAC,0.9953796539249997,2.817765112077413
435,0,2,CODAS,SMARTER+PROMETHEEII+GRA+VIKOR+MABAC,0.9929701556818281,4.815295715182509
435,0,10,CODAS,BellmanZadeh,0.9397459519688508,18.839949492436304
435,0,20,CODAS,TOPSIS,0.994568448256089,4.379135916829985
435,2,10,SMARTER+PROMETHEEII+GRA+VIKOR+MABAC,BellmanZadeh,0.9505861934876909,16.265396290115138
435,2,20,SMARTER+PROMETHEEII+GRA+VIKOR+MABAC,TOPSIS,0.9928867014628715,5.116609026671974
435,10,20,BellmanZadeh,TOPSIS,0.9632641556851357,14.568943589998774
