image_id,degradation_type,pareto_size,processing_time,compromise_H,compromise_SSIM,compromise_VIF,compromise_Rx,compromise_Ry,compromise_Clip,consensus_index,consensus_votes,consensus_total,entropy_improvement,contrast_improvement,val_ssim_degraded,val_ssim_enhanced,val_ssim_recovery,val_vif_degraded,val_vif_enhanced,val_vif_recovery,SMARTER_selection,TOPSIS_selection,BellmanZadeh_selection,PROMETHEEII_selection,GRA_selection,VIKOR_selection,CODAS_selection,MABAC_selection
1,overexposure,100,1336.2462396621704,7.753888029369657,0.9430056937919986,1.018836878790095,4.0,2.0,1.2295831360189569,50,3,8,0.6777465606446329,0.07556358204010166,0.8872073769454611,0.8967843805588939,0.009577003613432722,0.9549597367229812,1.1122991007513736,0.15733936402839244,50,50,31,31,4,31,4,50
107,low_contrast,100,1348.314920425415,7.734334136393043,0.7965017535816141,1.2791130650314102,2.0,3.0,2.4578795617262124,62,3,8,1.0905847374482853,0.20638112252836857,0.8383814492389235,0.8660969413113074,0.027715492072383885,0.6413157745853525,1.0124727194514251,0.37115694486607265,62,82,50,86,62,3,3,62
116,skewed_histogram,100,1342.5041964054108,7.576656598006994,0.7768488018845182,1.033417061671156,5.0,4.0,1.6828215820465495,21,4,8,0.810846782060274,0.09953211924183114,0.7268429030986837,0.9069842807831562,0.18014137768447247,0.8244989340719938,1.105339816207309,0.2808408821353151,21,3,21,27,3,21,3,21
118,overexposure,100,1437.7975432872772,7.854810686929188,0.9524655676444898,0.999582210437924,2.0,2.0,1.178180514292518,72,2,8,0.5900324799457781,0.07318823695712484,0.875710009611702,0.8917772611061602,0.0160672514944582,0.9335484658855777,1.0590572191639247,0.12550875327834699,72,60,29,89,0,15,0,72
122,low_contrast,100,1386.178144454956,7.662489792326648,0.7062814660218714,1.5671958346336765,2.0,3.0,3.921289158320726,2,4,8,1.5013186415946667,0.258669389592704,0.8151061946730105,0.8496513938383343,0.03454519916532384,0.4702165652791403,1.0350669064155744,0.5648503411364341,2,47,30,74,2,55,2,2
124,poor_local_contrast,100,1043.3700637817383,7.69466379791431,0.9377748618007888,1.0030028950281822,2.0,5.0,1.107236972604997,97,2,8,0.30668558810488644,0.07135472519231378,0.985899261289352,0.9509195787224081,-0.03497968256694395,0.8154120583020533,0.9198208462385994,0.10440878793654607,97,43,5,18,4,18,4,97
132,overexposure,100,1476.2946672439575,7.683264057261192,0.9173346262028924,1.0362387666896595,5.0,2.0,1.1970561980119503,34,2,8,0.7934830510985806,0.07206686861736006,0.7186722862246226,0.7837924446149518,0.06512015839032914,0.8210509502577125,1.0067070451823632,0.18565609492465074,34,47,77,86,43,51,1,34
159,underexposure,100,1349.308972120285,3.135334069799238,0.5688037359510301,1.113887638111882,39.0,7.0,1.8152631439563347,80,6,8,0.3956754097062345,0.02996595714613992,0.10057796094764328,0.2409201884566741,0.1403422275090308,0.2778621245318149,0.34628630308928415,0.06842417855746924,80,80,65,86,80,80,80,80
161,underexposure,100,1342.7956278324127,5.246365786395832,0.6074735151158107,1.0657061148117415,5.0,4.0,1.6756194400927735,45,3,8,1.0588620130985285,0.09197919143117728,0.2658553198663121,0.47924726653165617,0.21339194666534406,0.5729081571420286,0.7415968974867698,0.16868874034474124,45,76,94,4,76,45,56,45
167,low_contrast,100,1353.9930438995361,7.68324344478297,0.679489643010086,1.5494787835196655,4.0,2.0,3.913527376868836,71,3,8,1.6270560281395365,0.288108660687653,0.7428109304908689,0.7976325671505284,0.054821636659659556,0.4840102120601217,1.0054750910838754,0.5214648790237537,71,75,58,4,71,68,1,71
169,low_contrast,100,1345.9957191944122,7.788189852714222,0.7450337772326316,1.3832156765899497,4.0,2.0,3.048579765146284,55,2,8,1.2918809085253846,0.26043138953408995,0.8072765667095663,0.8598519811853763,0.052575414475810045,0.5597610696057854,1.0109555083969968,0.45119443879121135,55,97,11,1,85,48,2,55
170,underexposure,99,1338.1482095718384,4.248152614220947,0.6233979690343774,1.031577429934024,13.0,8.0,1.3934033711273366,58,3,8,0.3959375604577082,0.04252817856030189,0.20377853672729015,0.35049876293375254,0.14672022620646238,0.46108128428357614,0.5630992069019763,0.1020179226184002,58,58,33,38,61,35,3,58
171,low_contrast,100,895.6278297901154,7.51307701775168,0.6965665367614731,1.7211543196813013,4.0,2.0,4.0,4,5,8,1.764180780738858,0.2698738568566267,0.7334254777274972,0.8344298020669171,0.10100432433941986,0.37740153333875476,0.8750037794766163,0.4976022461378616,4,88,54,4,4,4,2,4
191,underexposure,100,1365.4884819984436,6.08483245317032,0.6274475861491065,1.0680517049704754,5.0,7.0,1.7816834430687212,77,4,8,1.0233616835141852,0.10911284276732114,0.35232444628482795,0.5751424646360482,0.22281801835122028,0.6763538004970372,0.8837190081764413,0.20736520767940414,77,63,62,68,77,77,69,77
194,underexposure,100,1351.0750091075897,7.486607779167081,0.890639550454177,1.0050322791733364,5.0,2.0,1.0044558684713238,30,3,8,0.8320310232637924,0.05184343185247553,0.5562296294500791,0.6858473653556579,0.1296177359055788,0.9310490211631938,1.0928566798548907,0.1618076586916969,30,30,60,15,4,12,4,30
196,skewed_histogram,100,1364.027027130127,7.313515249654047,0.8231521149074627,1.0458060442969233,2.0,7.0,1.1643022108573513,16,3,8,0.6416387288659386,0.06834251339477715,0.7020323424051116,0.9068229404102024,0.2047905980050908,0.8087319743243793,1.0159028784009667,0.20717090407658745,16,99,60,91,16,6,51,16
205,skewed_histogram,100,1989.9345450401306,7.410443041077237,0.8862021504362873,0.999588595165552,5.0,2.0,1.0,21,5,8,0.5247689657514423,0.04620582137338963,0.746223085298807,0.9189188321862247,0.17269574688741773,0.900128061141327,1.007577352730206,0.10744929158887906,21,21,46,35,21,60,21,21
206,overexposure,100,1342.4816093444824,7.754514563978245,0.931534067993782,1.0281867048254374,4.0,2.0,1.2919136222700411,77,2,8,0.7116921502187576,0.07834997734371324,0.811006728009133,0.8419120064271121,0.030905278417979076,0.9408316640450946,1.0948382377374524,0.15400657369235782,77,66,75,23,5,91,5,77
21,overexposure,100,1867.3622739315033,7.763019063722941,0.9652230701800648,0.9737976436972448,2.0,4.0,1.0,4,4,8,0.5407513897573102,0.05379907191171829,0.8625901005083412,0.8762284080542116,0.013638307545870476,0.9221198217040307,1.0252585317438208,0.10313871003979003,88,4,13,4,4,65,4,88
