,SMARTER,TOPSIS,BellmanZadeh,PROMETHEEII,GRA,VIKOR,CODAS,MABAC
SMARTER,100.0,18.072289156626507,3.614457831325301,14.457831325301203,37.34939759036144,21.686746987951807,14.457831325301203,100.0
TOPSIS,18.072289156626507,100.0,1.2048192771084338,4.819277108433735,18.072289156626507,6.024096385542169,18.072289156626507,18.072289156626507
BellmanZadeh,3.614457831325301,1.2048192771084338,100.0,3.614457831325301,0.0,6.024096385542169,0.0,3.614457831325301
PROMETHEEII,14.457831325301203,4.819277108433735,3.614457831325301,100.0,10.843373493975903,12.048192771084338,6.024096385542169,14.457831325301203
GRA,37.34939759036144,18.072289156626507,0.0,10.843373493975903,100.0,12.048192771084338,56.62650602409639,37.34939759036144
VIKOR,21.686746987951807,6.024096385542169,6.024096385542169,12.048192771084338,12.048192771084338,100.0,9.63855421686747,21.686746987951807
CODAS,14.457831325301203,18.072289156626507,0.0,6.024096385542169,56.62650602409639,9.63855421686747,100.0,14.457831325301203
MABAC,100.0,18.072289156626507,3.614457831325301,14.457831325301203,37.34939759036144,21.686746987951807,14.457831325301203,100.0
