image_id,degradation_type,front_size,hv_raw,hv_norm,spacing_raw,spacing_norm,range_H,range_SSIM,range_VIF
1,overexposure,100,0.01651975651699172,0.8090451862274126,0.002505144221639423,0.008465324979379739,0.3939568256197381,0.2014080742164147,0.22229897503763496
107,low_contrast,100,0.06468661338909151,0.7208919920375412,0.0084427343176125,0.02315530322478751,0.9305960647971574,0.27455904323381985,0.3033746942993446
116,skewed_histogram,100,0.041166982511974114,0.6559995044106347,0.007701251602636809,0.021497406025696632,0.6559232451266208,0.37550397133307944,0.2200949459397874
118,overexposure,100,0.004594138204557032,0.6278039739966987,0.003024825012339379,0.015438320430408627,0.1393355618695704,0.2007878383711027,0.22595019512359282
122,low_contrast,100,0.12211997130700857,0.6516871018039009,0.009167157572742952,0.015293295331358887,1.1950450546410858,0.28333914568149543,0.47806705006733163
124,poor_local_contrast,100,0.006714901431583396,0.5697451095507561,0.0029606898473818516,0.014192726890264866,0.2634771383834069,0.1976684472097885,0.19548383486927423
132,overexposure,100,0.04277745116320353,0.7808042502240499,0.012269976947201465,0.03765680870682708,0.6766577233279056,0.24643979668337646,0.2838082091266748
159,underexposure,100,0.04637717081905763,0.7644674577368046,0.028027534342295622,0.043509373328571514,0.9657492134736083,0.446675161156304,0.12148458811115592
161,underexposure,100,0.05002135726833201,0.6875486157116012,0.008142372761387831,0.025320549363071185,0.9216394311697425,0.3937946863985929,0.17316226721691574
167,low_contrast,100,0.1155804894192645,0.5956009948000447,0.00953424984608427,0.015297720790366029,1.2286202734072118,0.3086370105603684,0.44207457326495003
169,low_contrast,100,0.06736026908889227,0.6559502163460824,0.007908017940214613,0.014589789143668689,1.0053037384957246,0.2750269558543439,0.3208429324791806
170,underexposure,99,0.04850611264610594,0.7892674969517685,0.009317200981274467,0.029055915728328306,0.8752460447926644,0.4329179095742087,0.14010984280917205
171,low_contrast,100,0.16010142145998502,0.5680377279337575,0.015125400784377385,0.02163467513798773,1.3878053686348109,0.285438894309356,0.6146224159099505
191,underexposure,100,0.07024160933319805,0.7231150470786877,0.012000343607477107,0.026439281048796445,0.8131781159860392,0.39185274633142403,0.2633362094833689
194,underexposure,100,0.019496035075724588,0.6745946455795435,0.007197589221202287,0.027303428999532576,0.6040865583514288,0.28755901518142213,0.1437173996481046
196,skewed_histogram,100,0.02726365372179682,0.649006693784548,0.008977887570330178,0.04005737258914976,0.699980342790183,0.3629740086463302,0.14282545357243648
205,skewed_histogram,100,0.021940487818635144,0.7446828065648905,0.0067654926000573394,0.026670319186043023,0.4040223457300707,0.3196949989089978,0.19704518501995172
206,overexposure,100,0.008332221206654777,0.701377381330907,0.005978153747047534,0.025106950671672346,0.3631914849863529,0.16467016612002605,0.17158943973714214
21,overexposure,100,0.0071379534367594834,0.6939864661637238,0.0028399470339313775,0.013334111320747856,0.16676268502209357,0.17819253008296387,0.298996730232311
216,underexposure,100,0.055778043196212296,0.6261431429600632,0.012952294547745399,0.03379902483641917,0.9599351923797768,0.44552464011977344,0.17993187533773392
233,poor_local_contrast,100,0.009704598134761416,0.6937334175734217,0.0028607082716463517,0.012458197986279798,0.22425322708683737,0.25281801796930536,0.21314262982523557
24,skewed_histogram,100,0.018226394422921847,0.6381322571865409,0.004912324865709765,0.023322378284797624,0.6428131873751841,0.3392586370184688,0.11313747392795426
240,overexposure,100,0.010224562374458379,0.7098157419329147,0.005991883783426397,0.025895390567382964,0.44570045577226214,0.20206123351569927,0.13816725412464215
26,overexposure,100,0.0588171991480395,0.7746960767385636,0.005895267862085623,0.013079866498255351,1.01455894236339,0.27122486501968834,0.23834074970043873
260,low_contrast,100,0.08935606477269925,0.6058182197121856,0.009953314883865473,0.01627924991674551,1.0957652063635006,0.28652459119474094,0.40582088987740605
264,poor_local_contrast,100,0.007204850172726641,0.6355941734230843,0.003831400972363024,0.019053037728047513,0.25111197937707885,0.2032965684558592,0.19181372087539683
279,underexposure,100,0.04725810967497731,0.6638626799823623,0.015119812988769602,0.03262992717291916,0.9921140580698027,0.46145485880668013,0.1343195929738905
286,overexposure,100,0.020415812317180208,0.7160276273428198,0.005025635211681034,0.01736577601792056,0.37163050770004524,0.23038554126325161,0.28767519053224344
29,overexposure,100,0.015858858481970856,0.6948429516289394,0.010962137549708218,0.03577185984777716,0.5728127214809842,0.24062278904003231,0.1430434443787979
291,skewed_histogram,100,0.009200593258528638,0.5508049505983905,0.00359019913360788,0.014102078913859388,0.44563600612023535,0.2249581722198557,0.14393554331542058
296,underexposure,100,0.05203033381427108,0.7441450836285284,0.010617161508751291,0.028042434686929792,0.8967779752461147,0.44280436926709416,0.15210176972837886
303,overexposure,100,0.01669227844091474,0.700400766873587,0.0048704228106585985,0.015401532085818811,0.43567077852612623,0.22458451799095458,0.21040829844340236
308,poor_local_contrast,100,0.00966498849880539,0.6479376443927655,0.002866498071824182,0.012275948007120792,0.20537722243159084,0.22474825300270074,0.27915899813728295
312,low_contrast,100,0.14256573569625255,0.6362911307630179,0.017806632900632644,0.026814991573375278,1.3470933874827749,0.31762752336371725,0.45235100557224506
313,poor_local_contrast,100,0.013664018564601865,0.7480504438419551,0.009008391704610838,0.02821967283229223,0.3598471724113672,0.21858371095210638,0.20060593237680646
330,underexposure,100,0.04233859673715121,0.7600884068137719,0.012454300439614945,0.04323893351304884,0.9453010758647782,0.4434838895295026,0.11477741886024284
337,low_contrast,100,0.1549278056962554,0.5813245467217847,0.011884177484458826,0.01871572833448523,1.2605569926269737,0.320640762635807,0.5695889983450608
339,underexposure,100,0.06097979331925991,0.7287145702691514,0.007493629302259696,0.02058772663202756,0.8613869047150904,0.4266859092903116,0.19667720666573596
34,underexposure,100,0.11316737721380328,0.686211451726331,0.015928064564683916,0.024937217463888876,1.0577287924884051,0.4684069496280856,0.2875396472760041
345,overexposure,100,0.01001553996606657,0.7559101231936672,0.0011203262562995413,0.005166122341908391,0.20941749283323574,0.2149744003296915,0.2542357427771911
348,skewed_histogram,100,0.018041860166169665,0.7656096466440085,0.014703190819267747,0.04874601435770924,0.3089548256719379,0.22122390082323717,0.2978372336524219
349,overexposure,100,0.03948524264237508,0.8521077807361944,0.002392696515301541,0.006631446559993068,0.363216760211845,0.27086622600828203,0.40686623107822995
355,skewed_histogram,100,0.007978001698762033,0.6811305809822248,0.003477892947568292,0.015482504528070134,0.38152878866756,0.1867158094398269,0.14203240549666774
360,low_contrast,100,0.04707446900433146,0.683521544108496,0.007762873434666691,0.0231536872563264,1.0395513395756053,0.2847275492065666,0.20099714682356495
373,low_contrast,100,0.029235239625421773,0.6462002157013302,0.005857162802997973,0.017824171199754647,0.7864392769293218,0.259703507438362,0.19135008158611355
38,poor_local_contrast,100,0.004340083645865746,0.5821755275510427,0.00196037796545332,0.010492463062446089,0.1965398810237673,0.185438734183895,0.1766953474008387
383,low_contrast,100,0.10069664675890058,0.6573346808515578,0.013236497750856288,0.027840227032763298,1.1388849426218544,0.3059499507046466,0.3797784577659611
390,poor_local_contrast,100,0.011536170918601934,0.7680259547550956,0.006108622417994083,0.03552301075046579,0.3895691677259636,0.20655663995224527,0.16124793066615617
402,underexposure,100,0.05050816389437828,0.5983646667691829,0.01331469631479053,0.03636844216224285,0.9771493187768074,0.436997793605006,0.17076055801888912
405,underexposure,100,0.03213706396073726,0.703243503492536,0.012515990589783395,0.037270656013980503,0.9494541052345364,0.44216537207464396,0.09403160875389638
41,skewed_histogram,100,0.09143479781021885,0.5604429644902339,0.014294749769816359,0.030943370454345587,1.0186264583519469,0.4780318153514246,0.2894279279522862
414,underexposure,100,0.04747670570091168,0.7603747750040145,0.016295494895265834,0.032325495440263224,0.9255486033424272,0.4360765487230846,0.13363586121454352
432,skewed_histogram,100,0.032911936183506275,0.6470324450237454,0.0075521632589687525,0.022210252039851743,0.7551562006260939,0.3960952862946404,0.14690041054030822
439,overexposure,100,0.009936318956488088,0.6860956031775667,0.0027988385086745583,0.01233451478155718,0.19770386957331354,0.2189546694233746,0.2890038374979642
45,low_contrast,100,0.044588391163213364,0.6638035965636172,0.011818942185378913,0.033042034905128186,0.8897537231210197,0.24473243794748334,0.2664728418715683
459,low_contrast,100,0.19071308785473864,0.5522460016563527,0.017253453811776273,0.022125536348528718,1.3948891305977513,0.2950024214075021,0.7249611765385668
460,poor_local_contrast,100,0.014217295443174136,0.7796135841076354,0.0021129957057306175,0.008216278886404292,0.3845455085463483,0.22603608340182946,0.1812358782592456
462,poor_local_contrast,100,0.003194675611908419,0.5613868556028044,0.0018983668830426762,0.011423660365829438,0.1709654438449082,0.18670599863130655,0.15400329742304586
465,poor_local_contrast,100,0.012979360714947626,0.7101649608555838,0.004520244601423722,0.02124106479916865,0.49126799942893573,0.23884612137984274,0.13455179490278413
470,low_contrast,100,0.11119804952389162,0.5687119158845562,0.008869728809073002,0.01340536019760339,1.2029722466750048,0.29002493449467603,0.4841121685136818
476,low_contrast,100,0.16029561653850244,0.5688834134302243,0.014895428930038276,0.020347270139982353,1.2428235415900888,0.28619650601288615,0.6843159758348509
478,poor_local_contrast,100,0.017551000962370812,0.7366573160985848,0.005570350612085784,0.022962476189153296,0.41085039406039403,0.23354025998167938,0.2144978874395378
497,low_contrast,100,0.14443399743155344,0.5855121764093052,0.01629626708610574,0.025176185624467346,1.4005755397592674,0.2797388624701458,0.5438839724268285
499,skewed_histogram,100,0.00819861131384788,0.7194917306006415,0.003071907544031969,0.01430423661444876,0.22611632640522128,0.20615535319660405,0.21116408549614996
502,low_contrast,100,0.1830134507249217,0.6065997649612256,0.013517093653807077,0.01639999795609657,1.3170548594281115,0.2759701512178322,0.7170458031337643
516,poor_local_contrast,100,0.004488306183731229,0.6227314679443012,0.002139500097163461,0.011231558046906155,0.15993706410384245,0.1995944010404177,0.19503667869017127
527,skewed_histogram,100,0.02079547457080915,0.6077737600355052,0.00863301771037838,0.04006592944448823,0.674310849759749,0.34925058122615915,0.1255051963490138
53,poor_local_contrast,100,0.005176654771150307,0.6968994953843736,0.0016362727784788084,0.008773688393320003,0.14268712119485727,0.2040225286592856,0.22041860729099239
531,overexposure,100,0.0599070753028745,0.8260954691092245,0.005699596700852316,0.01375726169581343,0.6494302021822165,0.28158706703627656,0.34255853607958076
534,low_contrast,100,0.04559412071754286,0.7081209172598072,0.009576001883666597,0.032882346013330795,0.9604205850417165,0.2568856465766731,0.22544064877311965
550,low_contrast,100,0.14301864074818213,0.581155176262308,0.010071893510028252,0.014338255450119774,1.279724829823186,0.34195933316242755,0.48578218134025186
552,overexposure,100,0.019028693153969302,0.771860123565494,0.0022651858957669128,0.008123042118229503,0.36140503498713894,0.23414809596106,0.25166199313512305
557,skewed_histogram,100,0.018778665087514215,0.6698739053874353,0.006128051534795203,0.02426330492366689,0.6323320040156588,0.30951870892174704,0.12372905345998308
568,underexposure,100,0.0615050212560492,0.7035486440018188,0.012954473360039548,0.03436115162633165,0.9131375237470474,0.4451783100697929,0.1857711883227714
585,low_contrast,100,0.1746640738075663,0.5637484045830858,0.020346318288552264,0.029678109256390462,1.3286757923149217,0.3117987781458036,0.6460363143080432
592,overexposure,100,0.012216617234475804,0.7032883673199665,0.007777319588544894,0.02947827180054191,0.2736460931934932,0.21000645282488573,0.2611125488312467
593,low_contrast,100,0.06881121480281235,0.6278743977327299,0.006731634583672335,0.01703549681661155,1.039360614422634,0.3010528853594958,0.30255860119312916
595,low_contrast,100,0.12196102857174411,0.6025074332156298,0.011550833322398816,0.017420269415524804,1.157021114406115,0.2893343068459149,0.5223355151140501
596,skewed_histogram,100,0.012683172517421208,0.7031275512619661,0.007604981736856679,0.03249407279995818,0.29681188302571826,0.2287918670893736,0.2294584313921738
6,skewed_histogram,100,0.034440320864360933,0.6319700309033991,0.005633696326174508,0.017433615281747306,0.8063525849008242,0.39985496479049965,0.14600755640560803
76,low_contrast,100,0.10974927582009936,0.613152409123314,0.006701824498515197,0.011416244262426973,1.1394855373008532,0.2701140064400561,0.5023534683910114
90,low_contrast,100,0.1496991218633235,0.6149002500148932,0.013613498374338319,0.02372848825972271,1.3112824409826311,0.3223136712839938,0.4975900795370649
95,poor_local_contrast,100,0.012436526367128083,0.6849433319572592,0.0033316168405645376,0.013843062012638152,0.28070963593406084,0.2402117723762185,0.23260816063158296
