image_id,a,b,methods_a,methods_b,ssim_ab,mae
303,55,65,BellmanZadeh,SMARTER+MABAC,0.9899588502550007,5.548986020945615
308,3,30,TOPSIS+GRA+CODAS,SMARTER+MABAC,0.9830572128354657,9.590143752296669
308,3,32,TOPSIS+GRA+CODAS,BellmanZadeh,0.9742004306818447,12.272754241180793
308,3,50,TOPSIS+GRA+CODAS,PROMETHEEII,0.9854001384299816,8.550513305365017
308,3,75,TOPSIS+GRA+CODAS,VIKOR,0.9813122539698225,10.414447670412788
308,30,32,SMARTER+MABAC,BellmanZadeh,0.9903405146308849,4.931870770302548
308,30,50,SMARTER+MABAC,PROMETHEEII,0.9977451964841623,1.1542150561918176
308,30,75,SMARTER+MABAC,VIKOR,0.9977168349452616,0.9185524865262127
308,32,50,BellmanZadeh,PROMETHEEII,0.989382439472115,5.748123430609995
308,32,75,BellmanZadeh,VIKOR,0.9909716439390315,4.4310726780683485
308,50,75,PROMETHEEII,VIKOR,0.9971733121757205,2.053919551537237
312,0,4,CODAS,PROMETHEEII,0.9843388670215398,8.270426950636942
312,0,34,CODAS,SMARTER+GRA+MABAC,0.9889578267199159,6.557548765923567
312,0,41,CODAS,BellmanZadeh,0.9463895717173847,15.434243515739833
312,0,80,CODAS,TOPSIS+VIKOR,0.9802514480773904,6.404332760442185
312,4,34,PROMETHEEII,SMARTER+GRA+MABAC,0.9956066380081565,3.3265661363914747
312,4,41,PROMETHEEII,BellmanZadeh,0.9415942714765251,16.85019789625184
312,4,80,PROMETHEEII,TOPSIS+VIKOR,0.9715154318121251,10.409294520914992
312,34,41,SMARTER+GRA+MABAC,BellmanZadeh,0.9447977804761398,16.53433614802793
312,34,80,SMARTER+GRA+MABAC,TOPSIS+VIKOR,0.9756811061778636,9.482009910123715
312,41,80,BellmanZadeh,TOPSIS+VIKOR,0.9792956316650867,10.632094312683734
313,4,17,GRA+CODAS,BellmanZadeh+PROMETHEEII,0.984433882415444,10.685093961148649
313,4,25,GRA+CODAS,SMARTER+MABAC,0.9945469885224693,4.75720386402027
313,4,48,GRA+CODAS,VIKOR,0.9898321268977938,7.146319151182432
313,4,90,GRA+CODAS,TOPSIS,0.9950282000359925,3.2980685177364863
313,17,25,BellmanZadeh+PROMETHEEII,SMARTER+MABAC,0.9910911876294981,6.394048247466216
313,17,48,BellmanZadeh+PROMETHEEII,VIKOR,0.9913768765821231,4.66162109375
313,17,90,BellmanZadeh+PROMETHEEII,TOPSIS,0.9889855143871118,7.92313819679054
313,25,48,SMARTER+MABAC,VIKOR,0.9968959768781069,2.410299831081081
313,25,90,SMARTER+MABAC,TOPSIS,0.9919092935518052,3.7567282516891893
313,48,90,VIKOR,TOPSIS,0.9872227123998597,5.807427153716216
330,11,83,GRA,BellmanZadeh,0.9722913902595351,1.6895693938326801
330,11,87,GRA,PROMETHEEII,0.9802018413853504,2.8459026480585496
330,11,97,GRA,SMARTER+TOPSIS+VIKOR+CODAS+MABAC,0.984937365717434,1.0761230707986282
330,83,87,BellmanZadeh,PROMETHEEII,0.9499012610307133,3.86687553588927
330,83,97,BellmanZadeh,SMARTER+TOPSIS+VIKOR+CODAS+MABAC,0.9873417943687391,0.9365263083353749
330,87,97,PROMETHEEII,SMARTER+TOPSIS+VIKOR+CODAS+MABAC,0.9636336107145229,3.388739339631308
337,0,5,GRA+CODAS,PROMETHEEII,0.9851126604559335,8.003134473756736
337,0,41,GRA+CODAS,SMARTER+MABAC,0.9983626438636005,0.8604616111893679
337,0,63,GRA+CODAS,VIKOR,0.9973681792211109,2.3890149398272906
337,0,76,GRA+CODAS,BellmanZadeh,0.9389038466898002,18.965782513167564
337,0,83,GRA+CODAS,TOPSIS,0.9851496109503862,7.732168763014454
337,5,41,PROMETHEEII,SMARTER+MABAC,0.9862154771100087,7.69444837855218
337,5,63,PROMETHEEII,VIKOR,0.987137215079614,7.371565523946595
337,5,76,PROMETHEEII,BellmanZadeh,0.9538481588988225,15.64951262784787
337,5,83,PROMETHEEII,TOPSIS,0.983285243144284,8.885719699289563
337,41,63,SMARTER+MABAC,VIKOR,0.9982116142477152,1.5464826524987751
337,41,76,SMARTER+MABAC,BellmanZadeh,0.9443663545348195,18.153420791738117
337,41,83,SMARTER+MABAC,TOPSIS,0.9876762374631001,6.984268779091132
337,63,76,VIKOR,BellmanZadeh,0.9527930553559586,16.65344088758574
337,63,83,VIKOR,TOPSIS,0.9910170829798143,5.700766130267026
337,76,83,BellmanZadeh,TOPSIS,0.9733329163268469,12.674553967877266
339,28,54,GRA+CODAS,BellmanZadeh,0.9802691903111336,2.7356827078833694
339,28,83,GRA+CODAS,PROMETHEEII,0.9693982065853929,3.976356852389309
339,28,87,GRA+CODAS,SMARTER+VIKOR+MABAC,0.9951164712331457,2.006726786075864
339,28,91,GRA+CODAS,TOPSIS,0.9785344439953443,2.982485678489471
339,54,83,BellmanZadeh,PROMETHEEII,0.9845771322901723,1.9107172988660908
339,54,87,BellmanZadeh,SMARTER+VIKOR+MABAC,0.9842145980591954,1.6449631099824513
339,54,91,BellmanZadeh,TOPSIS,0.9917795964787677,1.1217692233058856
339,83,87,PROMETHEEII,SMARTER+VIKOR+MABAC,0.9756086579105735,2.388184121051566
339,83,91,PROMETHEEII,TOPSIS,0.9883160607415289,1.5585837312702484
339,87,91,SMARTER+VIKOR+MABAC,TOPSIS,0.9837392880039776,1.4462605882154427
34,7,10,PROMETHEEII+GRA+CODAS,SMARTER+MABAC,0.9790889118294456,2.2461219798811856
34,7,15,PROMETHEEII+GRA+CODAS,VIKOR,0.985871723000483,2.0137761820186184
34,7,64,PROMETHEEII+GRA+CODAS,TOPSIS,0.8704016074553999,5.332139384799118
34,7,96,PROMETHEEII+GRA+CODAS,BellmanZadeh,0.8614085158667544,5.491754960803528
34,10,15,SMARTER+MABAC,VIKOR,0.9929738345656696,0.9643638420198433
34,10,64,SMARTER+MABAC,TOPSIS,0.9348213266568142,3.2119399000183733
34,10,96,SMARTER+MABAC,BellmanZadeh,0.927531554934952,3.366956397752327
34,15,64,VIKOR,TOPSIS,0.9153560051489706,3.7261979039073982
34,15,96,VIKOR,BellmanZadeh,0.9073606774738892,3.877316764147477
34,64,96,TOPSIS,BellmanZadeh,0.996677975313652,0.20618531050955413
345,1,4,CODAS,TOPSIS,0.99281990633964,5.636883586849852
345,1,10,CODAS,PROMETHEEII,0.9824127971374667,9.352667961083169
345,1,11,CODAS,GRA,0.9951257978368465,4.333323590069922
345,1,20,CODAS,BellmanZadeh,0.9792847727983731,10.308190283059371
345,1,48,CODAS,SMARTER+MABAC,0.9895568092499647,7.10701409546737
345,1,72,CODAS,VIKOR,0.9845840030603576,8.711391280513984
345,4,10,TOPSIS,PROMETHEEII,0.9905386718115377,5.659926724270118
345,4,11,TOPSIS,GRA,0.995084579695455,4.420235735862365
345,4,20,TOPSIS,BellmanZadeh,0.987699424265029,6.760263010610893
345,4,48,TOPSIS,SMARTER+MABAC,0.9963919995431845,2.7588940022387143
345,4,72,TOPSIS,VIKOR,0.9923694755403357,4.894256681642542
345,10,11,PROMETHEEII,GRA,0.9853682811795176,8.30168785267419
345,10,20,PROMETHEEII,BellmanZadeh,0.997956040208067,1.1243066310414622
345,10,48,PROMETHEEII,SMARTER+MABAC,0.9961882544009458,2.9123125460009813
345,10,72,PROMETHEEII,VIKOR,0.9981225478081274,0.777881386469578
345,11,20,GRA,BellmanZadeh,0.9823330008404461,9.22040268109053
345,11,48,GRA,SMARTER+MABAC,0.9921079405845695,6.029996473258096
345,11,72,GRA,VIKOR,0.9874376654045147,7.665412820473503
345,20,48,BellmanZadeh,SMARTER+MABAC,0.9944703925366797,4.018750670847645
345,20,72,BellmanZadeh,VIKOR,0.9973938449897936,1.8855615378128068
345,48,72,SMARTER+MABAC,VIKOR,0.9971041467308526,2.1478826131624142
348,3,25,TOPSIS+GRA+CODAS,PROMETHEEII,0.9908810557447132,5.534080643679569
348,3,32,TOPSIS+GRA+CODAS,VIKOR,0.9889001119662829,6.050520003980892
348,3,62,TOPSIS+GRA+CODAS,SMARTER+MABAC,0.9973249535620076,1.752266046055855
348,3,67,TOPSIS+GRA+CODAS,BellmanZadeh,0.9845240202503044,7.030411716070554
348,25,32,PROMETHEEII,VIKOR,0.9978908557102824,0.8328858019965704
348,25,62,PROMETHEEII,SMARTER+MABAC,0.9918151475830456,5.220594990200882
348,25,67,PROMETHEEII,BellmanZadeh,0.9962300929900983,2.210981519475747
348,32,62,VIKOR,SMARTER+MABAC,0.9900834481961445,5.654408837579618
348,32,67,VIKOR,BellmanZadeh,0.9973875028170067,1.4003466055242528
348,62,67,SMARTER+MABAC,BellmanZadeh,0.9862229501755906,6.55343390188633
349,4,15,GRA+CODAS,TOPSIS,0.9979991341222845,0.6970110775967663
349,4,16,GRA+CODAS,SMARTER+BellmanZadeh+MABAC,0.9891927605045664,5.123616735821901
349,4,66,GRA+CODAS,PROMETHEEII+VIKOR,0.9825384073137667,6.772746585619794
349,15,16,TOPSIS,SMARTER+BellmanZadeh+MABAC,0.9913217633729229,4.455265207771926
349,15,66,TOPSIS,PROMETHEEII+VIKOR,0.9853084721310611,6.11609275477707
349,16,66,SMARTER+BellmanZadeh+MABAC,PROMETHEEII+VIKOR,0.9972046738888404,1.7016651802119058
355,3,19,GRA+CODAS,SMARTER+TOPSIS+MABAC,0.9938898405355258,5.216728998409202
355,3,36,GRA+CODAS,PROMETHEEII,0.963182459373722,10.740501101321586
355,3,51,GRA+CODAS,VIKOR,0.9885476013621973,5.758534764286589
355,3,77,GRA+CODAS,BellmanZadeh,0.9824024138131379,8.461367703744493
355,19,36,SMARTER+TOPSIS+MABAC,PROMETHEEII,0.9624133803164377,11.668581551333823
355,19,51,SMARTER+TOPSIS+MABAC,VIKOR,0.987898605541113,7.262726860774596
355,19,77,SMARTER+TOPSIS+MABAC,BellmanZadeh,0.9884045755240342,6.257925308981889
355,36,51,PROMETHEEII,VIKOR,0.9867449090793418,5.758407615179882
355,36,77,PROMETHEEII,BellmanZadeh,0.9830125369778505,7.978284270986294
355,51,77,VIKOR,BellmanZadeh,0.9930169600269713,6.107887929056535
360,4,25,PROMETHEEII,BellmanZadeh,0.954287921127111,14.59670696043606
360,4,46,PROMETHEEII,CODAS,0.9659625115268027,11.457957094408378
360,4,47,PROMETHEEII,TOPSIS,0.9605506956952599,13.413929484627634
360,4,59,PROMETHEEII,VIKOR,0.9760276658913659,10.067111040084518
360,4,68,PROMETHEEII,SMARTER+GRA+MABAC,0.9780863438298811,8.727983563510534
360,25,46,BellmanZadeh,CODAS,0.9951914318101266,3.9785974438081824
360,25,47,BellmanZadeh,TOPSIS,0.997712430961638,1.2217930854973051
360,25,59,BellmanZadeh,VIKOR,0.9933097406093455,4.658128961752817
360,25,68,BellmanZadeh,SMARTER+GRA+MABAC,0.9897937268990208,6.796362077413033
360,46,47,CODAS,TOPSIS,0.9961639650282191,3.060678454954679
360,46,59,CODAS,VIKOR,0.9950545637206754,2.8771119778907397
360,46,68,CODAS,SMARTER+GRA+MABAC,0.9961385345393358,3.0706603495529152
360,47,59,TOPSIS,VIKOR,0.9954103214438996,3.454229793146742
360,47,68,TOPSIS,SMARTER+GRA+MABAC,0.9921951153688049,5.673462571962274
360,59,68,VIKOR,SMARTER+GRA+MABAC,0.9955719361932318,3.08245948294341
373,4,31,SMARTER+GRA+VIKOR+MABAC,CODAS,0.9973788243704498,1.6995503314857914
373,4,33,SMARTER+GRA+VIKOR+MABAC,TOPSIS,0.9935574091305016,4.850275408806957
373,4,76,SMARTER+GRA+VIKOR+MABAC,BellmanZadeh,0.992018451793325,5.315904810754532
373,4,89,SMARTER+GRA+VIKOR+MABAC,PROMETHEEII,0.9795182776202443,10.026875803833905
373,31,33,CODAS,TOPSIS,0.9960777050917429,3.16707352783562
373,31,76,CODAS,BellmanZadeh,0.9946688004130606,3.834916918024253
373,31,89,CODAS,PROMETHEEII,0.9731698964382359,11.692089030346644
373,33,76,TOPSIS,BellmanZadeh,0.9970283410371938,1.9512245069818717
373,33,89,TOPSIS,PROMETHEEII,0.9596255856731231,14.782773456638903
373,76,89,BellmanZadeh,PROMETHEEII,0.9569987259597923,14.994599001714846
38,0,17,GRA+CODAS,TOPSIS,0.9976134198188921,0.9089150921729544
38,0,40,GRA+CODAS,BellmanZadeh,0.9685897927308683,11.305742053527682
38,0,85,GRA+CODAS,SMARTER+PROMETHEEII+VIKOR+MABAC,0.9806903956459768,8.246697103901274
38,17,40,TOPSIS,BellmanZadeh,0.9708793199033658,10.94046270210681
38,17,85,TOPSIS,SMARTER+PROMETHEEII+VIKOR+MABAC,0.9821478233054507,7.8751440202413034
38,40,85,BellmanZadeh,SMARTER+PROMETHEEII+VIKOR+MABAC,0.9914570109825663,5.345108383604851
383,0,4,PROMETHEEII,VIKOR+CODAS,0.9665776851610757,14.285330414012739
383,0,19,PROMETHEEII,TOPSIS,0.9487969239817179,18.381141673811857
383,0,53,PROMETHEEII,BellmanZadeh,0.9366049261299869,20.754756495743507
383,0,65,PROMETHEEII,GRA,0.9707298055341144,12.671259205812103
383,0,90,PROMETHEEII,SMARTER+MABAC,0.9690679023229385,13.51634031648089
383,4,19,VIKOR+CODAS,TOPSIS,0.9900677522847328,6.475941442613915
383,4,53,VIKOR+CODAS,BellmanZadeh,0.9821811199005219,9.174431478901274
383,4,65,VIKOR+CODAS,GRA,0.9945135377788441,4.1480523295872125
383,4,90,VIKOR+CODAS,SMARTER+MABAC,0.9973725358920479,1.7014709203515435
383,19,53,TOPSIS,BellmanZadeh,0.9956893093246666,3.1759836438939244
383,19,65,TOPSIS,GRA,0.977532296880061,10.508510591468642
383,19,90,TOPSIS,SMARTER+MABAC,0.9857603365274428,8.106546748683243
383,53,65,BellmanZadeh,GRA,0.9658161344278362,13.241004715825575
383,53,90,BellmanZadeh,SMARTER+MABAC,0.9763892360222575,10.821584280071043
383,65,90,GRA,SMARTER+MABAC,0.9967769264141454,2.4711442767025966
390,4,25,GRA+CODAS,PROMETHEEII,0.9591949226920685,15.356000811489466
390,4,42,GRA+CODAS,BellmanZadeh,0.9878837804930081,7.287363443930671
390,4,76,GRA+CODAS,VIKOR,0.9821560843941425,9.642114006614404
390,4,93,GRA+CODAS,TOPSIS,0.9941923760335084,3.5589023648027927
390,4,94,GRA+CODAS,SMARTER+MABAC,0.9892217578736183,6.753139736954924
390,25,42,PROMETHEEII,BellmanZadeh,0.9857426279512185,8.24870190393802
390,25,76,PROMETHEEII,VIKOR,0.9912490803242462,5.843636123530132
390,25,93,PROMETHEEII,TOPSIS,0.9714765994379793,12.808421978350074
390,25,94,PROMETHEEII,SMARTER+MABAC,0.9841450729549668,8.798778363853502
390,42,76,BellmanZadeh,VIKOR,0.9971098367488691,2.4211711668606077
390,42,93,BellmanZadeh,TOPSIS,0.9937065477239132,4.703368064061735
390,42,94,BellmanZadeh,SMARTER+MABAC,0.9981414910172066,0.5614220013167565
390,76,93,VIKOR,TOPSIS,0.9899258971462098,7.066380890954189
390,76,94,VIKOR,SMARTER+MABAC,0.9965438086681577,2.9743988470725133
390,93,94,TOPSIS,SMARTER+MABAC,0.994465887427331,4.177476478288829
402,3,19,PROMETHEEII,SMARTER+MABAC,0.9706776292763143,5.929448975923886
402,3,52,PROMETHEEII,TOPSIS,0.8688278034738963,15.518916058645374
402,3,81,PROMETHEEII,CODAS,0.8990261978461223,13.443846939243759
402,3,93,PROMETHEEII,BellmanZadeh,0.8851664145820552,15.322425756393784
402,3,95,PROMETHEEII,GRA+VIKOR,0.9550059767789311,6.852575868820362
402,19,52,SMARTER+MABAC,TOPSIS,0.9411623871129611,9.952664203989231
402,19,81,SMARTER+MABAC,CODAS,0.9653045272014209,7.749637194842144
402,19,93,SMARTER+MABAC,BellmanZadeh,0.9534334273786296,9.643333371573666
402,19,95,SMARTER+MABAC,GRA+VIKOR,0.9934010916271562,0.9852024252019089
402,52,81,TOPSIS,CODAS,0.989130352263565,2.4744406395313265
402,52,93,TOPSIS,BellmanZadeh,0.9906032352423336,1.6761024687958883
402,52,95,TOPSIS,GRA+VIKOR,0.955918952532417,8.972208360101567
402,81,93,CODAS,BellmanZadeh,0.9935727152758922,2.123865696127019
402,81,95,CODAS,GRA+VIKOR,0.9750925998458122,6.7667693419603525
402,93,95,BellmanZadeh,GRA+VIKOR,0.9639844765465688,8.66140336285487
405,35,36,PROMETHEEII,SMARTER+GRA+VIKOR+MABAC,0.9600543201107842,3.8973953867589417
405,35,38,PROMETHEEII,CODAS,0.7787013321297069,10.451286708414992
405,35,65,PROMETHEEII,TOPSIS,0.8090529218687864,8.731838138473787
405,35,90,PROMETHEEII,BellmanZadeh,0.8135809299240195,8.210409744763597
405,36,38,SMARTER+GRA+VIKOR+MABAC,CODAS,0.892394341862124,7.225277322697207
405,36,65,SMARTER+GRA+VIKOR+MABAC,TOPSIS,0.9172766057228082,5.512150332251347
405,36,90,SMARTER+GRA+VIKOR+MABAC,BellmanZadeh,0.9208421442694508,4.96097434238731
405,38,65,CODAS,TOPSIS,0.9936708230767307,1.7744585604483096
405,38,90,CODAS,BellmanZadeh,0.9905513771259501,2.4614719538522785
405,65,90,TOPSIS,BellmanZadeh,0.9977178335723602,0.9671160161991671
41,4,11,PROMETHEEII,SMARTER+GRA+MABAC,0.9814172574871454,6.652447578546056
41,4,64,PROMETHEEII,TOPSIS,0.8885499079024575,23.840280595449535
41,4,71,PROMETHEEII,VIKOR,0.9675169710148585,11.59098490706149
41,4,85,PROMETHEEII,BellmanZadeh,0.8933670338700194,24.290209877204802
41,4,90,PROMETHEEII,CODAS,0.9293018879606112,18.796267339845663
41,11,64,SMARTER+GRA+MABAC,TOPSIS,0.9242661983004274,19.611075491487018
41,11,71,SMARTER+GRA+MABAC,VIKOR,0.9812568574799381,7.446542174485546
41,11,85,SMARTER+GRA+MABAC,BellmanZadeh,0.9251290708090626,20.05253102416095
41,11,90,SMARTER+GRA+MABAC,CODAS,0.9567134201630298,14.565674665451985
41,64,71,TOPSIS,VIKOR,0.9619540923368999,12.497917687408133
41,64,85,TOPSIS,BellmanZadeh,0.9919643035706881,2.694526369579863
41,64,90,TOPSIS,CODAS,0.9892978076890664,5.071623993293729
41,71,85,VIKOR,BellmanZadeh,0.9605359932394002,12.951675706608281
41,71,90,VIKOR,CODAS,0.9849214507057796,7.426696568012004
41,85,90,BellmanZadeh,CODAS,0.9867676034211019,5.639449871386575
414,13,35,VIKOR,BellmanZadeh,0.9720531934679658,1.5166948646496816
414,13,45,VIKOR,PROMETHEEII,0.8925925050395616,6.129044528570554
414,13,52,VIKOR,SMARTER+TOPSIS+GRA+CODAS+MABAC,0.972186422880194,1.5446716338498285
414,35,45,BellmanZadeh,PROMETHEEII,0.8044953957859392,7.540443850287849
414,35,52,BellmanZadeh,SMARTER+TOPSIS+GRA+CODAS+MABAC,0.9989378170970734,0.4808414801261636
414,45,52,PROMETHEEII,SMARTER+TOPSIS+GRA+CODAS+MABAC,0.8061054788780502,7.474128031602156
432,4,20,PROMETHEEII,VIKOR,0.9218500241973023,22.74236788415605
432,4,55,PROMETHEEII,BellmanZadeh,0.900345427084379,25.284996918636697
432,4,57,PROMETHEEII,TOPSIS,0.8499034672084841,33.26906617466928
432,4,65,PROMETHEEII,CODAS,0.8735317364923456,29.91748597118447
432,4,84,PROMETHEEII,SMARTER+GRA+MABAC,0.9109188313961216,24.230948179507596
432,20,55,VIKOR,BellmanZadeh,0.9917944940774454,3.5690254088069575
432,20,57,VIKOR,TOPSIS,0.9784957470290901,10.607827141260412
432,20,65,VIKOR,CODAS,0.9880738903098207,7.242615254470848
432,20,84,VIKOR,SMARTER+GRA+MABAC,0.997205681410675,1.5079967119365507
432,55,57,BellmanZadeh,TOPSIS,0.9881970984200258,7.994783213651396
432,55,65,BellmanZadeh,CODAS,0.9939189260311686,4.755674684590887
432,55,84,BellmanZadeh,SMARTER+GRA+MABAC,0.9941366721242079,2.6205219752878492
432,57,65,TOPSIS,CODAS,0.9964009955665978,3.366459743232484
432,57,84,TOPSIS,SMARTER+GRA+MABAC,0.9840409106173508,9.10111082190103
432,65,84,CODAS,SMARTER+GRA+MABAC,0.9921039249193022,5.735997500459334
439,3,21,TOPSIS+PROMETHEEII+GRA+CODAS,BellmanZadeh,0.9844997366983328,8.293498897599216
439,3,29,TOPSIS+PROMETHEEII+GRA+CODAS,VIKOR,0.9914359035162779,6.1179401373407645
439,3,35,TOPSIS+PROMETHEEII+GRA+CODAS,SMARTER+MABAC,0.9953357026990004,3.9178122894720726
439,21,29,BellmanZadeh,VIKOR,0.9964195528738734,2.3949508704372855
439,21,35,BellmanZadeh,SMARTER+MABAC,0.9885325723274263,6.591467207404459
439,29,35,VIKOR,SMARTER+MABAC,0.9934631708529453,4.667565876102401
45,1,4,PROMETHEEII,VIKOR+CODAS,0.9793453248367846,8.173223335681039
45,1,41,PROMETHEEII,SMARTER+GRA+MABAC,0.9851943849095082,6.640430261667075
45,1,50,PROMETHEEII,BellmanZadeh,0.9500825973611892,16.02598393097746
45,1,55,PROMETHEEII,TOPSIS,0.9541154701506429,13.70554511422097
45,4,41,VIKOR+CODAS,SMARTER+GRA+MABAC,0.9975454380536791,1.5696201502021068
45,4,50,VIKOR+CODAS,BellmanZadeh,0.9853520890745185,8.74866314766046
45,4,55,VIKOR+CODAS,TOPSIS,0.9911120827292502,5.737092724154826
45,41,50,SMARTER+GRA+MABAC,BellmanZadeh,0.9808137131734795,10.102439540207007
45,41,55,SMARTER+GRA+MABAC,TOPSIS,0.9864051493224967,7.2823012042197455
45,50,55,BellmanZadeh,TOPSIS,0.9930199528787861,4.728228541462518
459,0,7,SMARTER+PROMETHEEII+GRA+CODAS+MABAC,VIKOR,0.9928437873918746,6.715260978074474
459,0,11,SMARTER+PROMETHEEII+GRA+CODAS+MABAC,TOPSIS,0.9981102963982527,1.8839464799730525
459,0,30,SMARTER+PROMETHEEII+GRA+CODAS+MABAC,BellmanZadeh,0.9463392777988622,18.35033378245958
459,7,11,VIKOR,TOPSIS,0.994315850515915,5.696596720357668
459,7,30,VIKOR,BellmanZadeh,0.9560271987434037,15.587012149375306
459,11,30,TOPSIS,BellmanZadeh,0.9567864446855051,16.529595441878982
460,29,30,VIKOR,PROMETHEEII,0.9876332967856314,6.083931743018129
460,29,43,VIKOR,SMARTER+MABAC,0.9972242024592631,2.33757291921852
460,29,48,VIKOR,GRA+CODAS,0.9948005576244977,5.125080861863057
460,29,68,VIKOR,TOPSIS,0.995907947619167,4.0522803045382165
460,29,93,VIKOR,BellmanZadeh,0.9891936626087149,5.499218654305487
460,30,43,PROMETHEEII,SMARTER+MABAC,0.9852420518440703,7.215495429630083
460,30,48,PROMETHEEII,GRA+CODAS,0.9810884424699476,9.178050645363792
460,30,68,PROMETHEEII,TOPSIS,0.9829080811419635,8.360068306743019
460,30,93,PROMETHEEII,BellmanZadeh,0.997736700983188,1.192179940133513
460,43,48,SMARTER+MABAC,GRA+CODAS,0.9971855716345999,2.794379765586722
460,43,68,SMARTER+MABAC,TOPSIS,0.9976887161077611,1.7218280139943656
460,43,93,SMARTER+MABAC,BellmanZadeh,0.9874550649342906,6.345971548107546
460,48,68,GRA+CODAS,TOPSIS,0.9980627862289562,1.0791948646496816
460,48,93,GRA+CODAS,BellmanZadeh,0.9840374469109493,8.122466009309163
460,68,93,TOPSIS,BellmanZadeh,0.9857472839680093,7.361406594500245
462,0,32,TOPSIS+GRA+CODAS,SMARTER+PROMETHEEII+MABAC,0.9909784291206258,5.822990032459579
462,0,56,TOPSIS+GRA+CODAS,BellmanZadeh,0.9717498005946206,11.468483490782704
462,0,73,TOPSIS+GRA+CODAS,VIKOR,0.9948833540825037,3.546539590733709
462,32,56,SMARTER+PROMETHEEII+MABAC,BellmanZadeh,0.9824607089387942,9.126426326708721
462,32,73,SMARTER+PROMETHEEII+MABAC,VIKOR,0.9873441386552713,8.008803416676875
462,56,73,BellmanZadeh,VIKOR,0.9769436539871565,10.035517018312103
465,3,19,GRA,BellmanZadeh+VIKOR,0.98014943138961,8.725712732729054
465,3,51,GRA,PROMETHEEII,0.9198282366036504,20.56098276350441
465,3,72,GRA,SMARTER+TOPSIS+MABAC,0.991481832123317,4.809044471153846
465,3,92,GRA,CODAS,0.9929800428455132,3.8968518419279765
465,19,51,BellmanZadeh+VIKOR,PROMETHEEII,0.967612009744104,12.618901867191328
465,19,72,BellmanZadeh+VIKOR,SMARTER+TOPSIS+MABAC,0.9920745383502684,5.679594676322881
465,19,92,BellmanZadeh+VIKOR,CODAS,0.986583587753248,8.120889920688388
465,51,72,PROMETHEEII,SMARTER+TOPSIS+MABAC,0.9404834863859536,18.245367907122734
465,51,92,PROMETHEEII,CODAS,0.9272722679912051,20.663317518220236
465,72,92,SMARTER+TOPSIS+MABAC,CODAS,0.9968428080098637,2.4563164119916707
470,0,25,SMARTER+PROMETHEEII+GRA+MABAC,CODAS,0.9984450606118013,0.4886420183121019
470,0,47,SMARTER+PROMETHEEII+GRA+MABAC,BellmanZadeh,0.9526040364325048,15.613824316358404
470,0,57,SMARTER+PROMETHEEII+GRA+MABAC,TOPSIS,0.9926703454197032,4.862125260289074
470,0,77,SMARTER+PROMETHEEII+GRA+MABAC,VIKOR,0.9979412487329817,1.386680950667565
470,25,47,CODAS,BellmanZadeh,0.9552379913257469,15.16707926950637
470,25,57,CODAS,TOPSIS,0.993697918353737,4.395292978319452
470,25,77,CODAS,VIKOR,0.9981671536122847,0.9239195132594317
470,47,57,BellmanZadeh,TOPSIS,0.9757528414020048,10.936371283225135
470,47,77,BellmanZadeh,VIKOR,0.9601297467833261,14.302307577474277
470,57,77,TOPSIS,VIKOR,0.9954119485660198,3.496260736924302
476,1,26,SMARTER+PROMETHEEII+VIKOR+MABAC,BellmanZadeh,0.958698278428234,14.191215339447576
476,1,58,SMARTER+PROMETHEEII+VIKOR+MABAC,TOPSIS,0.9918180265463047,6.2119102347195
476,1,90,SMARTER+PROMETHEEII+VIKOR+MABAC,GRA+CODAS,0.9905577742693721,6.757325414931406
476,26,58,BellmanZadeh,TOPSIS,0.9688016979184628,12.599534733280255
476,26,90,BellmanZadeh,GRA+CODAS,0.9525699568679392,15.969598331853259
476,58,90,TOPSIS,GRA+CODAS,0.9961079031786219,3.439857434315287
478,4,21,GRA+CODAS,PROMETHEEII,0.9743626821326616,10.927726240966438
478,4,55,GRA+CODAS,SMARTER+TOPSIS+MABAC,0.9981219253448872,0.6428518113057324
478,4,61,GRA+CODAS,BellmanZadeh,0.9814823804358274,8.053320025416463
478,4,63,GRA+CODAS,VIKOR,0.9812400613289417,8.859116146343704
478,21,55,PROMETHEEII,SMARTER+TOPSIS+MABAC,0.9756466225324677,10.431256411532337
478,21,61,PROMETHEEII,BellmanZadeh,0.9888926956653245,4.873797598450515
478,21,63,PROMETHEEII,VIKOR,0.9965590480800557,2.3451815899069084
478,55,61,SMARTER+TOPSIS+MABAC,BellmanZadeh,0.9827642298096302,7.605861097501225
478,55,63,SMARTER+TOPSIS+MABAC,VIKOR,0.9822080230080079,8.39800161149559
478,61,63,BellmanZadeh,VIKOR,0.9886715495372964,4.156777755236404
497,0,3,SMARTER+PROMETHEEII+GRA+VIKOR+MABAC,CODAS,0.992508297120543,5.113940106718521
497,0,42,SMARTER+PROMETHEEII+GRA+VIKOR+MABAC,BellmanZadeh,0.9558627009221249,14.049982200820676
497,0,54,SMARTER+PROMETHEEII+GRA+VIKOR+MABAC,TOPSIS,0.9922667914672659,5.106182631063204
497,3,42,CODAS,BellmanZadeh,0.9559887239160284,14.787710815011025
497,3,54,CODAS,TOPSIS,0.9980475704325052,1.0723082090580598
497,42,54,BellmanZadeh,TOPSIS,0.9619234830224229,13.772984864955903
