solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,21.0,13.0,1.0,4.924404398176664,0.7767927354797024,1.0658748041769142
1,11.0,4.0,3.6840135634335542,5.872203585930352,0.34712980848295233,1.090147070941955
2,6.0,7.0,3.7393527883930684,5.842506414790413,0.3387466528026041,1.1122805529431907
3,21.0,13.0,1.0,4.924404398176664,0.7767927354797024,1.0658748041769142
4,5.0,8.0,2.4430428972325853,5.321467672957138,0.47540035399641,1.1478035033824205
5,5.0,9.0,1.838221390396916,5.580644659280822,0.556059340143352,1.141606191188786
6,28.0,9.0,3.699784781555369,5.7913521234321195,0.36746361125893884,1.0210653295884626
7,5.0,9.0,2.8263361377588305,5.73952153058103,0.4177046201752154,1.140011803947363
8,5.0,8.0,1.9729632710794665,5.413144689714498,0.5239650347553768,1.1437660038037605
9,5.0,8.0,2.2973737471844653,5.302949631302817,0.4895350767544846,1.146641996123307
10,9.0,54.0,1.0,5.339172597863707,0.6648053726885174,1.0108505030282722
11,17.0,25.0,1.0,4.98799736849724,0.7659223900054922,1.0506480746211464
12,7.0,53.0,1.0,4.9800235008391285,0.7688900804424924,1.027474101240995
13,30.0,2.0,1.4450048306365932,5.232841796991085,0.6619765520860293,1.0780770972556375
14,57.0,8.0,1.4759462237043366,5.195869493536822,0.6782765013606884,1.0379231116506862
15,5.0,11.0,2.5,5.721338526903077,0.45094944388233815,1.1362304773200749
16,2.0,17.0,1.0762634539433118,5.145952500950942,0.7192212172660415,1.1099299519332266
17,5.0,9.0,2.0729479738256815,5.347750193283632,0.5125210637404023,1.1448893052276838
18,21.0,6.0,2.5,5.67122150066324,0.47077689402589645,1.0759456020226477
19,35.0,5.0,1.5119330660411876,5.441525469351981,0.6573070735973774,1.0809479792543977
20,9.0,11.0,3.705235662987686,5.86829197373695,0.3531917260204115,1.0729099081790305
21,2.0,11.0,1.7483606580714086,5.63099346296736,0.5722755499356756,1.1182964895967495
22,7.0,12.0,1.1698986232749746,5.091349860337673,0.7088321204956266,1.1153465784910617
23,25.0,14.0,1.104863775785208,4.9388385376333535,0.774824108418091,1.0547470516818171
24,12.0,49.0,1.0698996411474,5.475405836143016,0.659124885161204,1.0623911669543837
25,2.0,4.0,1.792406939461684,5.644699402331361,0.5817871268178261,1.0876233273527482
26,25.0,7.0,2.3319092537488917,5.64789520498611,0.48154419914621827,1.0683136551504997
27,7.0,4.0,1.0,5.083979060620215,0.7403262632987655,1.0931180139508756
28,6.0,6.0,1.6189612761332175,5.595106353187819,0.6139994315130544,1.124059997902519
29,24.0,7.0,1.482043217361189,5.506149917287635,0.6470234012795821,1.0944599357396645
30,23.0,7.0,2.5,5.710492099696763,0.46510283774269184,1.0790468573321792
31,9.0,19.0,3.836874498838428,5.863080530018976,0.3567772659397302,1.0395757481325005
32,5.0,9.0,2.576047797783413,5.738132171529309,0.4450868615322675,1.1435708045059072
33,47.0,5.0,2.5,5.6918958208266055,0.4828526223877357,1.0362644289881204
