solution_id,param_0,param_1,param_2,objective_0,objective_1,objective_2
0,25.0,11.0,1.0,6.790788654034933,0.9680460748551153,1.0639046393656433
1,64.0,6.0,1.3036903486843294,6.820512486571587,0.9658364305581373,0.9936422260149094
2,3.0,2.0,2.4110574714116666,7.5371235339017035,0.8099541576594835,1.1946393728384743
3,3.0,2.0,4.0,7.810505690647819,0.6833185256485486,1.162881358403642
4,5.0,2.0,4.0,7.830339993610538,0.6931927756499657,1.1505457801171763
5,25.0,11.0,1.0,6.790788654034933,0.9680460748551153,1.0639046393656433
6,54.0,4.0,1.0,6.906337761321204,0.9637478634759099,1.0258992868151127
7,40.0,10.0,1.293913184128021,6.805219602426913,0.964261283761535,1.0056884520707634
8,24.0,6.0,1.0,6.9377538939932055,0.9603655203080045,1.0717867444678901
9,18.0,2.0,1.0,7.0600893900802415,0.9532624807682837,1.1189784167186232
10,50.0,4.0,1.0,6.893953698244514,0.9637799047698685,1.001371268817361
11,9.0,2.0,3.837236403489166,7.7900415344195535,0.7158914522206837,1.143309472252416
12,50.0,2.0,1.0,7.045898013566612,0.9563926128248784,1.04055223604037
13,44.0,9.0,1.0,6.847225322172313,0.963981977903502,1.003017346991553
14,6.0,4.0,1.0,7.001736544569909,0.954553825646091,1.1370440426762738
15,27.0,2.0,1.1106031648255095,7.098017392420255,0.9459054650888087,1.0867158904886731
16,25.0,2.0,1.0,7.0336990365676115,0.9547414128666982,1.0930243095634915
17,17.0,2.0,1.1552581923928467,7.1320456136567305,0.9385966196942716,1.1323792991383788
18,30.0,7.0,1.0,6.9104297909783545,0.9619827597184301,1.051575507573323
19,22.0,2.0,1.0943405821811925,7.117491392400758,0.9442772366815501,1.115460418691032
20,64.0,6.0,1.0,6.820512486571587,0.9658364305581373,0.9936422260149094
21,5.0,2.0,3.705579300671477,7.803466315976477,0.7102545179183104,1.160541734304546
22,7.0,2.0,1.2369880404004547,7.180239193900478,0.9303066470355793,1.1579436860793098
23,27.0,4.0,1.0,6.930439165318724,0.9611331866962196,1.0587483650444587
24,22.0,2.0,1.2149369191978265,7.1502331284423715,0.9373390025280363,1.1066789472761842
25,6.0,2.0,1.9467156257388634,7.446951932744623,0.8609002925766214,1.18718405605577
26,5.0,2.0,1.9937437043171342,7.466077898208496,0.856864675683519,1.1822642754197321
27,15.0,2.0,1.0,7.052662601496571,0.9536678002779636,1.128150597478918
28,5.0,2.0,2.902335515502422,7.686065800661739,0.770709426668052,1.1801785026117984
29,42.0,5.0,1.0,6.918261798260277,0.9629683035455195,1.0324098042786354
30,6.0,2.0,2.823958714112961,7.673477118522586,0.7807009563453329,1.184306677459448
31,3.0,2.0,2.7817057375998573,7.63785444277809,0.7744074573798686,1.1908589769879874
32,6.0,2.0,1.783131277695794,7.40237580502782,0.8771906770428175,1.1831519226341083
33,4.0,2.0,2.1235387792178706,7.495526375305396,0.8412241613031372,1.189853003758639
34,4.0,2.0,2.5,7.585675950521962,0.8019090337481043,1.1918027733594474
35,6.0,2.0,2.1939712205117523,7.526352839374406,0.836608139377319,1.189669263194941
36,8.0,2.0,2.0559886171553683,7.480892968099091,0.8528139426898831,1.1806217519520854
37,25.0,2.0,1.2446160081922462,7.1674203173627955,0.9318654859208771,1.1005121686270933
38,6.0,2.0,2.7286550329065404,7.6536487429312565,0.7887279785778373,1.1855450895444866
39,48.0,3.0,1.0,6.966592604650151,0.9615568788339566,1.0541093254727203
40,12.0,9.0,1.0,6.949891701671081,0.9574885400991918,1.1037741310792661
41,7.0,4.0,1.0043284211294148,6.982877416795109,0.9547522904798245,1.1293211495920377
42,21.0,2.0,1.2424237950220811,7.155934559601722,0.9348722126766018,1.112997276032931
43,8.0,2.0,1.2848551995051178,7.206015370214206,0.9255639653204396,1.1633280831865433
44,5.0,2.0,3.4314932030853784,7.769451975977333,0.7286037273590161,1.1674642558567105
